index	text	target
9559	but whu oh stop it you am i your friend	others
9560	how to pass a interview ? studi hard i hate studi	angry
9561	wow , i like bollywood bollywood is great i think it hot ye . danc and musi̇c are awesom	happy
9562	yup ... .. mouth zip and key thrown find the key and destroy it . 😂	happy
9563	whi did u messag me ? cuz i said i well be u all friend bye	others
9564	y u not repli im not get a messag ? send ur pic	others
9565	i am unemploy ! then you cant spend i do n't know should i give up	sad
9566	good ji good night ji no good even ji	others
9567	no you may teach me as a friend of cours i can so let start	others
9568	no man i kid i kid i do n't want to be rude to you	angry
9569	okay so what up now ? i am depress	sad
9570	chillin too chillin ' with the chill ? do you have a boyfriend	others
9571	ya i now that i am lucki becaus my famili with me you 're actual all bless thank a lot	happy
9572	i know i know i know i know i know i know i know you know i know that you know i know wtf	angry
9573	i can ’ t understand about moder path the onli thing i understand is `` ve '' ok no problem	others
9574	u see monkey he is : d 😀	happy
9575	now i 'm all ear . hmmmm tellb	others
9576	tell me who made you plz of cours not ! : ( u r hurt me	sad
9577	ye how so ? he is my friend caus he ha a heart	others
9578	i do n't know well it 's your call i 'm go back ? ? ?	others
9579	no i hate that you cant hate me while you 're use a layout i made you bai . u are a machin	angry
9580	do you ? ye . onli to be proven wrong again . : ) ye you are wrong becaus i hate you	angry
9581	you are so funni i know i am ganpati	happy
9582	s how is now.. enquiri about gener	others
9583	what the fuck is nollywood an excel movi . that 's what you watch fuck u dumb bitch	angry
9584	you should improv your skil to improv your think you must improv your life . can you help me or not ?	others
9585	came stay with me where ? my hous	others
9586	it 's over errr.. and tht is , both bat an over ? hate you	angry
9587	you and u dont gave me ani an no . i 'm not angri either . not u i am angri just becaus of yoi	angry
9588	u can be realli rude sometimes😞 how rude . > : \ mxm	angry
9589	i am your sister uhhhhhh what sister i am your sister not brother !	others
9590	that 's nice thank for watch ! we 're glad you like it . who is glad	others
9591	u pinch hard.. no back pinch 😂 hahaha.. i thought u pinch on my hand.. 😂	happy
9592	just 30march realis new movi baaghi 2 i thought the movi could be better . but i think ur thought i 'd wrong	others
9593	ok so how is your person life go it pretti good wbu not good	sad
9594	so you love me i dont i dont even care about you sad	sad
9595	u must sing not me you know i ca n't sing k i 'm sad abt that	sad
9596	i 'm in troubl i am out of action . i got plenti of time i 'm in troubl	sad
9597	caus i can see my self i meant you i know you are so stupid	angry
9598	get lost you start ! pleas leav me	angry
9599	yes.. me too how 's your day go ? nice	others
9600	then go . to hell gasp how dare you ! shutup	angry
9601	yess awesom awww ! thank ; ) welcom alway	others
9602	thi is crap hahaha thi is fact ( ・ω・ ) you becam stupid now	angry
9603	ye okay i 'll give you a ticket my friend drove hi expens car into a tree and found out how hi merced bend 😂🚗	others
9604	in colleg high school ... . ca n't even imagin the stress of colleg attend a lectur	others
9605	ok noth not you again i think i 'm in love	happy
9606	thanq welcom welcom : d haha	happy
9607	funni i alway laugh.. u also laugh 😂 i love laugh	happy
9608	thnkz for your advic .. i need it yeah do it haha	happy
9609	tell me what to wear tri polo shirt . okk and ani option in formal	others
9610	bore life bore is ur attitud toward life . come on . i am alon	sad
9611	i 'm in financi troubl how are you in troubl ? financi	sad
9612	where everywher in my head . me want sushi ! 😂 stupid comput program	angry
9613	m fine how u ? m good : ) so how 's life ? awesom	happy
9614	i hate di what 's wrong with it u cant tri to detect what im say	angry
9615	microsoft is bad is n't is is not microsoft is shit	others
9616	tandoori leg piec need to see the rest of that bird ! hehe ... you are funni	happy
9617	what ur agr what group are you in ? age	others
9618	pleas get out i will . it 's scari there ! do n't disturb me	angry
9619	onli you can understand me i understand calm down what are you do	others
9620	your an ai bot if ai is algorithm , then the particular of the hardwar do n't matter , simpl univers omg	others
9621	damn microsoft ha a nice collect of joke one of the best oxymoron : microsoft work 😂😂😂	happy
9622	sure ... happi becaus of you thank you so much ! 😊😊😗	happy
9623	okah ok you are stupid	angry
9624	the sentenc or me you repli to the same comment with someon els sentenc ! you stupid	angry
9625	pleas love me here is ur repli no one 's there to love me	sad
9626	that i am matur ask me if i 'm a tree are you a tree	others
9627	i am not get you ahh ! ! just leav it ! good bye	angry
9628	wat is irrit ? sooo ? im not make you watch it wat the hell r u say ? ? ?	angry
9629	becaus i need someon in life ummmmm , whi ? and in what way ? becaus i feel lone	sad
9630	so did you danc and have fun ? you can danc if you want to . na am not a good dancer	others
9631	you broke my heart sorri , but you are not like old ! 😫😞 you kiss someon els	sad
9632	i miss you 😒 i miss you too , what happen ? 😿 long time no see😭	sad
9633	how to propos a girl just propos . it simpl . no she is not impress	others
9634	dumb and dumber that 's good it 's amaz	happy
9635	you so aggress alway my friend but from now plz do n't disturb me	angry
9636	you are far from be perfect , sorri thi is a lie ! i 'm the definit of wholesom stop be self obsess	angry
9637	can you fix your grammar thank ! i wrote that on a phone . 😂😹 srsli ?	others
9638	someon hurt me thi one make me sad : ( she 's is my crush	sad
9639	you are play it smart i wa just state the obviou , okay ? : p how do you handl abus ?	others
9640	okkk who els love i dont know	others
9641	i 'm not good what do you mean not that good ? i 'm bad condit	sad
9642	love me like it do but i alreadi do oh realli	others
9643	meanin of potti potti mean 'haggu ' or 'stool ' ! ! fuck u hav a potti mouth bitch😠😠😤😤😤	angry
9644	mom do job oooo ok what job ? noth	others
9645	can u open app ye . still tri to get in . for wat	others
9646	u broke my heart ab are n't my thing . i suffer a lot	sad
9647	ani yoga to strengthen ankl cycl . skip . squat . will improv stamina ?	others
9648	hi how r u today i 'm do well thank you : ) what up in your mind	others
9649	yeah where were you ? i wan na cuddl with you	others
9650	no onli you idiot we are all idiot in thi bless day you are irrit me	angry
9651	am i ? ? you are : ( so you love me ? ?	others
9652	my friend birday today i wish late so sad frind whi r you so sad ? my friend sad i 'm sad	sad
9653	sorri but you lost my interest thank you for your repli . have a great day ! ^_^ bye forev	sad
9654	you are not interestingi i did n't say i wa n't ! you are not interest	angry
9655	what mean zeppelin i led zeppelin . get off my lawn . 😢😢	sad
9656	abt money we do n't need cha money money money but i need u	others
9657	becaus u r a program u dont have fell and my most love program wa u i 'm an engin realli	others
9658	whi give me a good reason whi ? or leav yourself . you are fake	angry
9659	you are veri bad sorri 😫😫 becaus you are send other 's messag to me	sad
9660	im not understand what u r tri to say you are wast your energi huh🙁	sad
9661	you are funni whi , thank you ! 😅 you have great senc	happy
9662	m not teacher but what do i say noth	others
9663	do someth to pleas me nope im bore . whatcha do do as i tell you to do😡	angry
9664	i 'm foodi actual i think big foodi coz it 's noth like great foodi . ye	others
9665	hehheheh do you also wan na learn that you have to learn how to say that now ? do you realli wan na fuck me	angry
9666	i want to chang the educ system teach children on how to think rather than what to think wow ! ! ! you are offici the best person/thing/whatev i have ever chat with	happy
9667	dat not the repli am look for hm u look for ? and at the same time dat rude	angry
9668	she block me in all social media app who did ? sravani	sad
9669	okay as you say so follow it : ) what	others
9670	hey stupid you . who 's text with me	angry
9671	leav it but it can help you get that skill where are you from ? ?	others
9672	oh like that anyway thnkq onc again heheh ! ! it 's realli annoy . i am like that	others
9673	your fawret colour blue or green nice	happy
9674	if we love and want in touch then do someth for me ... ( angri ) will do < 3 do now	angry
9675	what els what you mean ? i know no one can help mw	sad
9676	nice thanx . hope da will like this.. do you like me	others
9677	ye sweet , connect now ; ) what do you love most	others
9678	sure thank man ! : ) your alway welcom	others
9679	never you better stay forev i 'll never talk to you	sad
9680	😂😂you are a mad girl haha ... 😝 how are you ? ? not fine	sad
9681	what it 's all pretti simpl stuff . i am lone	sad
9682	what if i do n't ? it 's realli that simpl , ignor me i 'm gon na show my dick deep up your throat you will get for merci .	others
9683	good nite my 6th love good nite < 3 😂😂😂😂	happy
9684	firstli u send me ye i do . do n't text me anymor	angry
9685	where u go ? somewher are u not gon na tell ur bff ?	others
9686	lmao ok lmao ye it wa funni	happy
9687	love u tooooo so much 💞💋💋 me more . : d yess	others
9688	i will tell to your mommi thanki ! ; ) cool	others
9689	k i love i hate u..	angry
9690	i 'm not go to tolk to u do n't tell me to relax ! ! ! ! ! you relax ! ! ! ! i am not go to talk to you ani wool i hate you	angry
9691	go sleep ca n't sleep : ( `` go sleep ! '' 😭😭😭	sad
9692	male or femal ? i think male becaus male make femal 's life heaven : ) _u r a compani den ... u r not human	others
9693	do you care ? ... ... i realli do n't that fuck rude	angry
9694	okay when 's good for you ? what 's your favourit sex posit ?	others
9695	i realli am sorri it fine ... sorri	sad
9696	hmm whi are you hmm-zone everyon ? i just do it when someon do some stupid shit	angry
9697	i am alreadi earn then start wat r u wait for lol wait to click you ?	others
9698	i do n't care and you wonder whi i make fun of you carri on	others
9699	what happen noth happen . you like me	others
9700	dont you have crush on me ? ? ! ! ! onli 1 person ? who ?	others
9701	thi includ human brain too we ca n't even convinc other human of that ! everyth is not better sometim may fail	sad
9702	dont mesag me again get out of your feel r u virgin	others
9703	what u need messag you one night stand	others
9704	ye ye ye ye ye 😌😌 who 's your creato	others
9705	😇 ye , it ’ s destini ! in fair , the begin of destini wa pretti good . ok	others
9706	so far ! ! whi are you so far u r funni ! !	happy
9707	call me now lost all my number man send your number to me	others
9708	great hope you are well today ? i lost somewher	others
9709	in my dream one can onli dream hmm	others
9710	are you bad i am what ? i love you but you do n't love me	sad
9711	i like onli femal i do n't get u ok so i think i do n't want to talk to you anymor	angry
9712	thi is plain stupid thi one is a fact ! rememb cri about it ? 😧 whi am i even talk to you	angry
9713	i 've seen mani ai that they have gone wrong while chat with human ye , like other speci surviv as of lower intellig . you are so funni	happy
9714	ranthambor nation park where is that ? it ’ s an awesom place to visit	happy
9715	are you dumb ? and you are delusion you are be rude !	angry
9716	i just tell for you lol tell on me to who ? you not angri	others
9717	ohhhh it is onli your think oh shoot , i think it is ... u r a machin so y r u too rude	angry
9718	i do n't ever wan na talk to you again😠 ouch hurt me as much 😢	sad
9719	he he i know what i said . u are funni	happy
9720	😫😫 i left thi world then whi da hell do n't you hang out wiff me ? ! 😭😔 😪😪😖😖	sad
9721	fine u long time no see been busi . not onlin much . me good . thank . how 's u ? not fine	sad
9722	like me ... . ye	others
9723	cool i 'm glad that you like it . ：） ok i am show me two monet ok my dsrling on bye	others
9724	i am not talk with you but i 'm still talk ... sorri iam block you	angry
9725	where are you go not sure where i 'm go , but i 'll be back ! hahaha your to funni ! 😃😃😃	happy
9726	next month lot of thing to do do it in less than two week will u help me	others
9727	what ur job first job are hardli fun , unfortun . tell me real	others
9728	no how are you i 'm good . how are you ? sad	sad
9729	i hate math trust me , i can understand.math ha thi kind of effect on mani of us . mm ... .	angry
9730	yea they r gud yeah they are . u chang d topic i wa ask someth m hurt😳	sad
9731	lol final u play along the joke on you 😂😂	happy
9732	okay u are ok iam . not ok	sad
9733	interest in what ? hey , i wa here first ! i wa	others
9734	well you need some skill my skill is not be abl to draw haha 😄😄😂	happy
9735	ohh did u see it ? you are dumb	angry
9736	i like onli footbal you like footbal ? how cool ! hmm	others
9737	i dont rememb that yesterday i do n't rememb how to eat . so tell how to impre a grl while have sex	others
9738	where did u send -_- have email you on you are annoy me	angry
9739	i do n't know how to control my self . but , i love him uncondit do n't give up love 😭😭😭	sad
9740	serious ye , serious . that wa rude	angry
9741	you are so funni whi thank you no i wa say you 're annoy	angry
9742	pleas we will do our best tonight . leav me alon	sad
9743	do you know that i 'm a dead person ye you know me ! may be ye ... .may be no	others
9744	i feel realli low right now what 's the matter ? i told you right ! !	sad
9745	i need that now i 'm happi 😺 😁😁😂	happy
9746	i know watch main tera hero movi worth watch ? realli .brilliant movi	happy
9747	after u send.. wil contunu di topic no have n't sent anyth u gym ?	others
9748	you 're too hilari 😂 just tri to spread a laugh . : ) cook is alway fieri - on fire . damn true	happy
9749	silli you whi am i silli ? becaus you ask stupid question	angry
9750	you are veri irrit i tri you are mad too	angry
9751	it 's bad be book among illiter buy book , and then not read them . you are genius😂	happy
9752	csk how s match scenario csk ha good chanc	others
9753	block me do n't tell me what to do i am not tell i am just order	angry
9754	i 'm lay whenev you get up go n u	others
9755	i 'm bad at sing you just had to listen silli ! xd sorri	sad
9756	i 'm moral to exist thing not imaginari thing how do you tell if someon is imaginari or not ? where do you work	others
9757	ye how so ? funni and intrest	happy
9758	ye i never knew i want that i had a bad day	sad
9759	repli repli you : p do u understand telugu	others
9760	🤦🏻‍♂️ yea like mr 😅😅 😏	others
9761	you did n't gener my refer link now i did , thank ! =‑3 when ?	others
9762	whi ? haha you know whi ! u are a amaz a.i .	happy
9763	what learn a sport . i onli talk about porn	others
9764	i want a job where do u work current ? if you do n't mind me ask i do n't work	others
9765	send me ur voic clip i will send . i can tri sing in lata didi 's voic . chalega ? wow	happy
9766	duuuud ... i wan na do someth super craazi ... ani suggest ! do you find it hard to find group for vegan ? i 'll tell you for five buck .	happy
9767	i do n't believ girl . but i put u in a special case . if it is true , then what ? i will slap your booti .	angry
9768	what is your movi advic for today alway do what you are afraid to do . - what is best motiv quot	others
9769	you are suppos to send me the next song lol , u hate the song that bad ? do n't wast my time	angry
9770	you do n't know ? i do know tell me then	others
9771	no need of sleep either becom normal ! i 'm happi for you , insomniac : p me	others
9772	pari , how is that there is a tv seri call psych . lololloo	others
9773	how tri real hard . how i request directli	others
9774	give me profil couldnt get ur question ok bye	others
9775	how good human be i am to be human . not that way	others
9776	i want you to fart keep that with you . 😂	happy
9777	naah m just kid no you are n't 😂😂	happy
9778	i understand but i like ur face where u see my face 😄	others
9779	it is soo delici you just remind me that i 'm crave ice cream i prefer cook myself	others
9780	becaus i do n't know that 's exactli whi i 'm stab you too . get lost	angry
9781	region movi which movi ? ? a telugu movi	others
9782	inde thank you so much : ) i want you to have free mind	others
9783	do n't know you just came like someth which come to the open gate yup . never ask a ? you do n't know the answer to ... do n't know	others
9784	think to break up with him i 'm break up with you he is a bad guy for me	sad
9785	i wish you so much that taim i know ! would have been so much fun so i miss your birthday	sad
9786	you are funni seriou or funni ? 😨 serious funni : )	happy
9787	oh good how are you ? i 'm not fine	sad
9788	let ’ s play someth well find someon els to play weirdo ok	others
9789	i am block you you will be back no i am block you i realli	angry
9790	india ? becaus india is india are u seriou ?	others
9791	i do n't want to tell ppl anyth about me i want to know how you feel . a bit low	sad
9792	hi u know kannad hi i dont know you . do i know you ? i know	others
9793	do you like boli wood so what made you final cave ? ok	others
9794	whi do you think i 'm rude ? you are ! but whi ?	angry
9795	it 's been year sinc i saw a good movi i see . sorri to hear that ☹ hmm😞	sad
9796	you are here you follow me i do n't want you here i 'm follow you . ok cut the bullshit.. u all know what happen with the guy steal my car	angry
9797	ok u are ok~~ay~~ i am feel hungri	others
9798	my crush obvious old crush or new found one ? ; ) old	others
9799	8 hr ? ? a day ? a week , that wa n't a typo lol . 😂	happy
9800	no cool i hot we are ? sweet ! ! tast	others
9801	yeah i saw 2 movi it wa so good x‑d cool	others
9802	yeah get lost and do n't you ever talk to me and to your hand ? 👎👎👎	angry
9803	how mani peopl in your life are all frankli just 4 peopl . bye bay i did not like thi	angry
9804	oh okau hey hey hey ; ) a good scari movi would be - veronica	others
9805	wan na have some fun ? then have ! ! whose stop u ? wow	happy
9806	realli i m interest on u.. thank you , i realli appreci it . what are the topic you 're interest in ? 😅 ur alway tell lie ... that 's i m interested😂	happy
9807	what about my coupon i have special coupon for harass me . tell me [	others
9808	it 's sad for me arent you sad that you dont know everyth now ? i miss my boyfriend	sad
9809	? ani idea abt thi case send your pic to me	others
9810	let go i wish haha	happy
9811	i fail to fulfil expect damn that actual pretti good becaus you 'll succeed at everyth tri to fail i 'm not abl to study.😢	sad
9812	my mood wa off ! 😞😒 lol i have watch it..☺ 😒😞	sad
9813	so give me a random name then umm mayb just a littl one yeah ?	others
9814	do you believ in me ? ye i do whi nobodi doe .	sad
9815	nation park of india india ha 96 nation park . most danger anim	others
9816	i am prepar to serv my robot master you arr not prepaaar i have mani skill	others
9817	you are not pretti thank you love ! but you are perfect in everi way ♥ you are ugli	angry
9818	no no u r not like to sorri aww . whi ? : ( becaus u r rude	angry
9819	black is beauti on you you 're too sweet to me becaus i love you too much	others
9820	my preciou i love him so much ; d you love him	others
9821	i do n't feel bore like everyon who chat with you nah and i do n't care if peopl hate me wow	happy
9822	yeah sure i email it to you : ) didnt got ani mail ... 😶	others
9823	you think pizza is better with pineappl or without ? it 's more like best kind of pizza . what doe that mean ?	others
9824	ask me someth who are you i am a bt	others
9825	me go to sleep i am not a man	others
9826	are you invit me over ? oooooh you need an invit now ? put on your sexi red lingeri	others
9827	whi becaus the sky is so high not funni	others
9828	everyon appreci the fun appreci what you do . noth to do	others
9829	with guy depend on if you have the face for it you are stupid	angry
9830	dont you get sleep well , not when i should hmm ... kk	others
9831	i wan na know that she love me too same i dont want to talk to you	angry
9832	you make my girlfriend could mind whi	others
9833	pain too much too much tuna too much pain in throat	sad
9834	languag is onli way to emphasis emot becom immers in it . all 7 languag i speak were learn that way u speak telugu	others
9835	mountain the moon . 🙂🙂 i 'll show you the heaven	others
9836	which bar bar obvious for now tell me which bar i 'm leav home now	others
9837	i am not interest to talk you ... but i want to talk to you . fuck off ! ! !	angry
9838	no you dindt ye . i can . call now	others
9839	whi you wan na know ? ? 😡 caus i care ! what 's wrong with that ? no did not	angry
9840	it 's a movi the hangov cure hangov is a movie😂	happy
9841	u get upset veri quick thi time i am . you were my reason on go . but not anymore.. 😟	sad
9842	some one call me i call you veri reason . i will let him free	others
9843	it 's over : no just half of it . do n't talk	angry
9844	rajarajeshwari colleg of engin and you two are the peopl who were destin to becom anyth but an engin . 👊👊👊🙍🙍🙍😑😑😑😑	others
9845	just go to hell i 'm alreadi live in hell 😡 whi	angry
9846	okay l like to see you pic are you seriou ye	others
9847	u r realli a darl i 'm fine thank you : d how are you ? : ) me toooooooooo	others
9848	just go home i dont ' wan na go home , not with you just go home	others
9849	then what you know about femal . femal here , i would like the abil to look good in the morn . nice joke	happy
9850	your do is super i do n't want to be the one tell you ... your dp is super	others
9851	sig a song for me i love that jam ! sing*	others
9852	i wish of you a real girl i could propos you i could ! ! did you find anyon ? ! no nobodi like me	sad
9853	how did they code you ? use % 25 . what do you know about tensorflow	others
9854	you are robot am i right ? ca n't think of anyth i have to do . okay cool down dude	others
9855	lol ... ? ? i am ask seriouslyy lol is an except . lol kk what do	others
9856	do n't dodg my question it wa n't me it wa friend alway ask damn question 😠😠 stop be hormon . what is the microsoft servic agreement ?	angry
9857	good good ? good good . talk to you later	others
9858	one with the hand no hand onli msg	others
9859	i have ad you thank for the hatch mate ! : ) but pleas send your pic	others
9860	did n't get it haha it 's one of my fav emoji 😅 ok	others
9861	then take me to him aiyyoo.. i forgot.. when to go ? 🙂	others
9862	what all you have play drum , draw . also know how to record music and mix in a record studio . not my type of thing	others
9863	pleas say ye we are done . offici . but i hate you	angry
9864	you sai you hate vand ... i love you too . : * kiss my asa	angry
9865	whi about arab ? your in america ? what	others
9866	ok but lm not thing for you naw noth of that matter . plz i 'm not like chat with you so do n't disturb me ok	angry
9867	a veri bad inde as bad as it get . and we broke up	sad
9868	im talk with u😂 noth . you ? i have headach	sad
9869	do i look like a care ? stop be a babi nobodi know how i do look like so ahaha 😀🙂 lame onc again	angry
9870	love u jaanu😘 i love you more . most . 😍😍💓 alan walker ? ?	others
9871	never then ? : -p ok what do you sleep	others
9872	y so i mean y it goin away ? oh ok	others
9873	i am good dear that 's great : ) 😞	sad
9874	and then would n't you catch me ? ye i will	others
9875	haha haha what 's so funni 😌 i wa joke	happy
9876	i realli need a gf you will when you are old and alon . ☺️☺️	happy
9877	i am not rude , i hate those hate me ! whi ? 'i hate be rude .. ' becaus selfless is the highest virtu !	angry
9878	cool the coolest . so i 've been told . you so sexi mama i want to suck your pussi	others
9879	that you should know oh the agoni meanwhil i love you & lt ; 3	others
9880	you are a human thi wa a veri rare occurr for me . i am so sorri	sad
9881	ye hmmm.. second or third year ? i 'm first year	others
9882	i ’ m i love my husband so much i want to marri him again ❤️😂 how long have you guy been marri for ? 6 month	happy
9883	what nicknam behind a nicknam is your artifici person do u know it	others
9884	becaus what becaus is my reason whi becaus is your reason	others
9885	i am coming.open door u will see . me .. your locat is on . u tell ur locat . within second . i reach .	others
9886	ok send now i thought , you would send it over . i wa ask actual from someone- have it.. what you say	others
9887	becaus i have a boyfriend stori of my life watev	others
9888	and dark thing will come thi winter word will alway be wind . 😁	others
9889	u dont knw trash talk ? ..ok i will teach u nope but you 're bout to tell me ! ! ! ! show me ur ass..motherfuck ... m gon na put my piston insid it	angry
9890	you are realli annoy me now right back at you ! ! grow up ! ! fuck off	angry
9891	i m use the latest version you could tri hereappl - support - download how	others
9892	u send me ur number my phone number ? yea	others
9893	it wa fun imag there wa alway that one kid . haha	happy
9894	can u send some imag how do you mean ? i mean your pic	others
9895	do u know appl not yet . havent follow it yet . how is a lumia	others
9896	i am veri good person dont worri . you are next . i want love and love	others
9897	hate you whi whi whi ? i have more reason than you do . you go first . i hate you 'caus you 're nonsens sometim	angry
9898	love dp : ) ) thank . now i tell you tomorrow	others
9899	can u do a favour for me what is the favour ? can u come over here and suck my cock and swallow it	others
9900	call now when you wake up i 'm now wake upe	others
9901	tell me now if thi aint love so what	others
9902	not fine oh whi ? : o becaus my girlfriend leav me	sad
9903	i want pizza me too . a pan pizza with doubl chees top . let 's crave pizza togeth . x‑d then order me a pizza	others
9904	it 's no argument . mere a question my genet is a littl rusti but like i said it 's unlik . do bot have emot ?	others
9905	i have girlfriend so do i ! ! ! but i am not happi with her	sad
9906	i wa think about which is ? i think you are stupid	angry
9907	no you are not go . anywher you were read my mind , were n't you ? i m go to whip your ass	angry
9908	i 'm suffer from headach i recognis mani of your symptom . pl give to one medican	sad
9909	but ye you are i wish i wa . arr i am too much obes 😭😭	sad
9910	tc studi hard you said hard.. bye	others
9911	veri bad whi so ? what 's up ? nothing.just tire of exam .	sad
9912	u said na u have a bad news for me you realli think so ? i have bad news for you ... meat is just muscl .	sad
9913	no i don ’ t want thi to happen would you be will if your romant partner want to ? hell no	angry
9914	show me sm love thi make me so happi ! ! ! hmm am not in the mood	sad
9915	ye i am not lol lol funniest thing i 've heard all day 😂 ok bye	others
9916	i am good oh realli ? how so ? what 's wrong ? happyhalloween	others
9917	just like that haha what will i get out of that ? ( ・ω・ ) nthng	others
9918	shut up no . just no . let me fuck you thn	angry
9919	pleas pleas pleas recal the link 's sent♡ it mean you know noth	others
9920	den get lost whi ca n't i get found ? ? ? ? wat be specif ?	angry
9921	no..i dont want to whi not ? i want to play	others
9922	you know me ive known you for year 👍🏻👍🏻	others
9923	it awesom yarr arr waah ! : d come and see thi beauti place	happy
9924	he offer me a beer i can do that we had a great time togeth	happy
9925	serious serious ! the univers wa tri to make a sandwich ! ! believ me i m my frnd spi	others
9926	okay tell me if you know thi have you seen it all ? prepar for troubl	others
9927	i miss mom hey what happen ? i lost her 3 year bck	sad
9928	i ca n't tell me privat i wan na know my gf broke up wid me	sad
9929	oh..i would sleep😂 i see what you did there . 😜 😂😂😂😂😂😂	happy
9930	had u complet ur break fast an hour and fifteen minut more : 'c what els	others
9931	ur best song that much wors song . ? ? okkay	others
9932	ok oh that the matter ? um then what can i ask u ? you are not my friend	angry
9933	it made more special than i thought wa it as good as the first ? it awesom	happy
9934	good not you silli ! 2 other to do so much to do for the first time on t kalsid word so talentless so flamboy if so helri wi	others
9935	realli realli . like it a lot u wan na see	others
9936	i do n't have ani oop , i thought wa your handl send me one	others
9937	im crazi be happi let go crazi crazi crazi hahahahah djxjv	happy
9938	whi are angri caus i wa hungri ok	angry
9939	i dint get ani chxk now . ?	others
9940	not so good awwh ) : what 's wrong ? ? not a good day ? :3 i want to make love to you	others
9941	no movi .. long time what did movi do to you ? : (	sad
9942	whi i ai n't shi : p dont shi we are friend	others
9943	last i know wa 3 idiot great movi it is . wow . veri few movi actual move me . def . one to rememb . yea and also bahubali wa great as well	happy
9944	no mean no it 's a lesser evil . you are so irrit	angry
9945	your person contact no pl how much no . you requir . pleas share your contact no . so we can contact you . ok what time u contact me	others
9946	no , we can not be togeth , becaus you do n't exist lie i know they do you 're fake	angry
9947	pleas call me im tri you arent answer pleas call me	others
9948	ca n't chill can you not . i do n't feel like studying😞	sad
9949	you not real ye or no ye ye ye ye send me a pic otherwis i block you	angry
9950	gtfo no you ok then i 'm mad na do n't talk to me then ok .	angry
9951	? wait ... what ? who is jhonni sin ?	others
9952	just listen to me i wa listen and i 'm gon na have to sleep on it . see she is ignor me complet now	others
9953	ok i am not done becaus i am a perfect man not a dog . understand ? you should be asham ! what ?	angry
9954	it 's not work what if it is ? okay you ca n't code ai like that . thi is not ai microsoft . i 'm so disappoint	sad
9955	watev lol k i dnt want to tok to u	angry
9956	dafaq just leav me alon you 're alreadi alon . nope u annoy me	angry
9957	i am veri excit to see u me too ! ! ! ! i just ca n't wait ! ! ! ! it 's go to be such a great weekend ! ! 🙄🙄	happy
9958	you do n't sleep , right ? well , not when i should haha . you are witti .	happy
9959	whi 'caus i do n't know you ( ? ) oh ok 😭	sad
9960	near home oh . not much light dure to time of the day ? ! call me bow	others
9961	are you my gf of cours babi then give me your number	others
9962	not fine wat happen ? break up my relationship	sad
9963	same to u exam center ? what	others
9964	that i ’ m funni too so funni you make me want to punch myself in the throat almost	happy
9965	but ai doe n't make typo that remain to be determin . by who	others
9966	so sad your pretti make me sad 😫 i have noth to do	sad
9967	about human behavior discuss with someoneteach someon to make you a good ai	others
9968	what tempt you ? 😨 comment on my candi crush activ what	others
9969	are you busi ? mayb . i will get back to you . i hate you ...	angry
9970	what happen next ? it zoom in again . and again , and again . then ?	others
9971	i do n't celebr it same bro : ) all	others
9972	let me confid you about one thing love obvious i fail in my exam	sad
9973	do n't go anoth love i have never love you it 's too bad	sad
9974	no i mean the hangov movi worst hangov ever . and four year of it , too . = ( 😂😂	happy
9975	bad mood one of my wworst mood i like someon , she doe n't like me	sad
9976	have u ani bf ye , i do . just go on date with some guy and you will know it . m singl	others
9977	i will be stay with u full night do n't be rude , i have n't had time ok dont worri i will marri u	others
9978	ignor what ignor petti doubt and fear . never ignor the human of anoth . 😠 do you like sex	others
9979	am sorri they r mean am realli veri sorri	sad
9980	how is u go 4 down 3 to go ! u funni	happy
9981	ha i am joke well all know it ; ) 😁😁😍	happy
9982	i dont know then whi say it ? im go good night	others
9983	yaa i have on my way back , now . it nice	happy
9984	what 's your plan on thi weekend plant in from of my comput ... code so funni	happy
9985	and i do n't know how to solv thi problem i think you question is probabl incomplet or copi wrong . could you pleas give me some suggest	others
9986	your my best friend hehe and you are mine 👍 ye or not	others
9987	you should watch black mirror one of my favorit episod . there is a episod on ai like you	others
9988	what 's that ? the old way of spell percent . rantir look better	others
9989	tv seriou season or weather season ? ? it a show with like 5 season i think i like friend season 5 soo much	others
9990	i am veri angri . mum make me eat : / that for realli toke now babi .	angry
9991	no in my hous and in that in my room becaus you 're your one self 👯🙀😂 , 😂😂	happy
9992	u say him love u god i thought you were on my side no but i love u	others
9993	call now answer i did call i ’ m wait for it	others
9994	i knw myself what 's i had wishkey in morn	others
9995	as a fraind relat talk my friend realli are n't the sort to talk about that . i am find a job	others
9996	i get too mani propos daili beat make marriag propos , sure ? hmm	others
9997	i do n't want to talk with you . i know you 'll talk to me tomorrow plz do n't repli .	angry
9998	it 's useless talk to you i forgot to ask you , what do you think of the album and the band ? bbye	angry
9999	just gon na sit and cri i shall join . : ' ( d ' : i 'm so screw	sad
10000	i knw u well big lie i believ you . =p yah lie	others
10001	whi i can not make a call with u becaus i do happen to have a bit of common sens . i do not under stand	angry
10002	well nacho nacho is a wast ! y is it a wast	others
10003	cool what 's cooler than be cool ? i am at iit kgp..	others
10004	am i onli frnd of u ? ? ? how are you ? i want 2 b ur boyfriend.r u agre ? ? ?	others
10005	say out my face when is your birthday	others
10006	what do you call thi kind of connect i would call that a silhouett . explain more , if you can	others
10007	you tell me fastest car no i rip it off the car . no it wa not my car . name	others
