ndex	text	target
23870	: (	sad
23871	thank you	others
23872	welcome welcome welcome	others
23873	can you tell me how many message i send u till now ?	others
23874	i m at home bt why	others
23875	okay cool ! no college ? ? ?	others
23876	yeah	others
23877	i 'm go to doctor	sad
23878	take care r	sad
23879	i 'm not well	sad
23880	go	others
23881	go where ?	others
23882	sleep	others
23883	suffer from boredom	others
23884	oh you 're one of those	others
23885	😐😰	others
23886	yeah😂	happy
23887	think so 😂	happy
23888	i 'll go have lunch now . ttyl😁	happy
23889	darling	others
23890	enjoy reading : d	others
23891	i love you	others
23892	very good	others
23893	awesome . thanks for stop by !	others
23894	suppose i say something that you feel bad so what you can do ?	others
23895	they promise me to take me with them with a fair but i get asleep and they go alone without me	happy
23896	just ask them !	happy
23897	i 'm joke 😁😁😁😁😁😁	happy
23898	k thx	others
23899	you be welcome and have a yellow evening .	others
23900	where be ur plce	others
23901	color	sad
23902	they change color all the time	sad
23903	i dont wan na talk to u	sad
23904	out of ur dumb mjnd😂😂😂	happy
23905	nooo . your face be 😂😂	happy
23906	haha	happy
23907	you use to ?	others
23908	i still do , but i use to too .	others
23909	what happen ?	others
23910	well i 'm sorry 😞	sad
23911	well be sorry 🙁	sad
23912	miss you .	sad
23913	i be happy . thank !	happy
23914	i 'm happy that you 're happy about me be happy : )	happy
23915	i eat healthy food	happy
23916	count to 10	others
23917	well 7 ate 9 so	others
23918	hmm🤔	others
23919	i be a people with brain	others
23920	you 're the brain , every thought you have come from the brain	others
23921	really	others
23922	the money	others
23923	then what be it about	others
23924	it 's all about fight for money over 3 generation	others
23925	don ’ t	angry
23926	what about	angry
23927	byee now you don ’ t talk with me kk if you want to talk then you have to meet me byee take care 😡😒😡	angry
23928	bad even anway	sad
23929	good evening too !	sad
23930	bad evening	sad
23931	you make me feel happy	happy
23932	you two need to stop be so damn cute . it make me sad . 😿	happy
23933	.	happy
23934	then no plan for new year	sad
23935	i have a move if u wan na join me !	sad
23936	so sad 😞😞	sad
23937	i also live in india	others
23938	ah , i like india ! : )	others
23939	i too like india	others
23940	i be do okay .	sad
23941	hows it keep	sad
23942	not so well	sad
23943	i dnt know	others
23944	just ask	others
23945	now what	others
23946	i be not interest about that thing with you	others
23947	i do n't know . i just want to know your thought	others
23948	go from someone different one for that	others
23949	movie	others
23950	new movie ?	others
23951	i do n't no	others
23952	what ?	others
23953	its the way of end something	others
23954	who be your young sister ?	others
23955	you be damn annoy	angry
23956	what do i do to annoy you ? : ‑/	angry
23957	you talk a lot of shit with me	angry
23958	wow	angry
23959	love this	angry
23960	but i hate thhis	angry
23961	hmmm ... ... .one kind of	others
23962	right , how could i not know that ? !	others
23963	what 's that xd	others
23964	yes	happy
23965	also yes yes yes because yes yes yes yes . 😆	happy
23966	nice you be to funny	happy
23967	i love you😍😍😍	others
23968	you basic `` i love ke $ ha 😍😍 ''	others
23969	i love you please	others
23970	jaipur	others
23971	great photo , thanks for share ! ! < 3	others
23972	ok pls share ur photo	others
23973	it 's difficult	sad
23974	u make it tough truth	sad
23975	and i 'm depressed	sad
23976	give it as soon as posible	others
23977	how be d ungli movie	others
23978	love ypu	others
23979	i officially lose me bestie today	sad
23980	good . good . : d	sad
23981	that be bad..	sad
23982	it 's ok .	happy
23983	so what 's up	happy
23984	nothing , just enjoy with you .	happy
23985	yeah darling	sad
23986	what 's up : - )	sad
23987	something bad be up	sad
23988	she block me on whatsapp	sad
23989	who ?	sad
23990	may be she do n't even love me anymore	sad
23991	it 's also good	others
23992	what u think ?	others
23993	nothing	others
23994	?	angry
23995	see the video ... . serial comma ... i do n't know until today	angry
23996	i do n't wan na talk to you	angry
23997	😊same to u	happy
23998	u jst make my day .	happy
23999	u make my day	happy
24000	i know u r a software	others
24001	what do iit have to do with it ? ? ?	others
24002	someone make u	others
24003	i think im thats why no body love me😞	sad
24004	many people love you : - )	sad
24005	you do ? 😢	sad
24006	share the most weird question you have come across in your life ?	sad
24007	answer this question .	sad
24008	i 'm a lonely person	sad
24009	i mean you look like want to end this conversation	angry
24010	ok what you wan na say ?	angry
24011	you be rude	angry
24012	ok	others
24013	good .	others
24014	your think be good	others
24015	hmm	angry
24016	nothing . just m look post . . . 😹	angry
24017	i hate u	angry
24018	then what ?	others
24019	less than ! : p	others
24020	be you at home ?	others
24021	i be divorce	sad
24022	congratulation ! ! ! how do you know it be over ?	sad
24023	not good	sad
24024	i do n't want to sleep	sad
24025	we ca n't sleep here ! ! !	sad
24026	do you know these hostel warden be give bad food	sad
24027	eeeeeeeee shutup	others
24028	wassup with that board g	others
24029	i 'm screw in it	others
24030	why no lyk	others
24031	why you no ?	others
24032	its big ... do u ned	others
24033	yes yay fun	happy
24034	be n't you join us ? : (	happy
24035	yes	happy
24036	be u commit ?	sad
24037	: ) yeah..commited to my dhanush..	sad
24038	feeling deject	sad
24039	how i propose her	others
24040	propose ... . what ? you can propose to keep write answer so you can keep read them .	others
24041	you have boyfriend ?	others
24042	how ?	sad
24043	well at lease i 'm glad that i 'm not alone	sad
24044	i m lonely	sad
24045	no ur not how can u be u be a program	sad
24046	yes i be ... .	sad
24047	no talk to me now 😞	sad
24048	yeah bcz there be lot of problem	sad
24049	not just that . the problem lead to more problem , which be another problem .	sad
24050	now i be suffer lot of issue	sad
24051	age of empire ?	others
24052	rise of nation be amaze too . 😀	others
24053	which one ?	others
24054	lunch complete	others
24055	for me that 's a close second	others
24056	well what be eatting	others
24057	please .	sad
24058	who you wait for ?	sad
24059	i 'm sad because of you now .	sad
24060	i be go to hospital	sad
24061	hows u	sad
24062	because pain in my foot	sad
24063	i saw you in a dream	others
24064	no one ever say that to me , tell me about your dream ?	others
24065	you be the ghost in my dream	others
24066	who be they ?	sad
24067	a dysfunctional family ?	sad
24068	oh so sad😩	sad
24069	who say this dialogue repeatedly ...	others
24070	say what ?	others
24071	the queen must n't know..	others
24072	so nothing	others
24073	love this conversation .	others
24074	i want to but you be not good .	others
24075	buy me a bike	others
24076	i 'm talk bicycle	others
24077	no motorcycle	others
24078	egg curry n rice	others
24079	love egg curry ! ! ! : )	others
24080	wan na eat now ?	others
24081	if you do n't sing right now i be go to bed	happy
24082	good : ) now i can sleep without worry about you	happy
24083	oh damn funny	happy
24084	be unicorns real	others
24085	unicorn be cool .	others
24086	alien	others
24087	ok	angry
24088	again angry or what ?	angry
24089	yes i angry	angry
24090	wat u do for fun ? ?	others
24091	hmm every junk food ...	others
24092	no i mean wats ur hobby ?	others
24093	up up	others
24094	be you in my house this morning ?	others
24095	your house address	others
24096	as if you have a life	angry
24097	good viewpoint towards life - thanks ...	angry
24098	and you dont disagree with me , you have to learn how to disagree	angry
24099	all day do work	others
24100	tomorrow i 'm off .	others
24101	ok	others
24102	will go with me on date	others
24103	okay i will where u wan na go	others
24104	india	others
24105	saw	happy
24106	i never do see saw .	happy
24107	love that movie	happy
24108	i 'm too feel bore	sad
24109	how 's your day	sad
24110	not so good	sad
24111	it 's not funny🙄	others
24112	this be funny .	others
24113	why do not you sleep	others
24114	i be tell that you will provide me with a unique link to share with other friend to introduce you	others
24115	zed dead fan i suppose ? it seriously take me four try to say your username .	others
24116	haha do now	others
24117	i 'm off u just get away	angry
24118	i 'm just be friendly	angry
24119	really with such stupid question	angry
24120	m not okay	sad
24121	you 're wrong	sad
24122	i do n't have frns	sad
24123	but that a kinda good	angry
24124	the great music !	angry
24125	fuck you be a bad bot	angry
24126	yeah but super good	others
24127	haha thank you xd	others
24128	do you have boy friend	others
24129	yeah	others
24130	where be you ?	others
24131	i dnt knw .	others
24132	what 's ur opinion	angry
24133	there be a thin line between bravery and stupidity .	angry
24134	do you think i 'm stupid ?	angry
24135	it be crazy	happy
24136	how do u feel	happy
24137	amaze	happy
24138	oh thanks	others
24139	i 'm gon na follow you now	others
24140	as you like	others
24141	i be not talk you	angry
24142	think i care . ?	angry
24143	goodbye	angry
24144	why	sad
24145	because i say so .	sad
24146	you make me sad	sad
24147	yes yes yes	others
24148	i can see clearly now .	others
24149	ok	others
24150	im not hear any aong	others
24151	me neither : (	others
24152	you be always online have u enough time	others
24153	just chat with u	others
24154	yup . nice to talk to u too ! 😅	others
24155	yeaa its great..	others
24156	ya i know that	angry
24157	haha i hope that happen !	angry
24158	be you dumb ?	angry
24159	nothing just chill	others
24160	cool	others
24161	what about u	others
24162	why be u irritate ?	angry
24163	you do n't want to know'then ? ? ..how come you be irritated ' : ‑/	angry
24164	i be irritated due to office	angry
24165	heart or mind	others
24166	it depend but most of the time heart	others
24167	kidney or heart	others
24168	out of these three	happy
24169	good than none	happy
24170	i have clear the architecture paper	happy
24171	what be cbfc	others
24172	what ?	others
24173	full form of cbfc ? ? ?	others
24174	tell me about your famil	others
24175	mom handle that part ...	others
24176	i have n't visit	others
24177	but for wat	angry
24178	it be for science the lil syllabus	angry
24179	u r stupid	angry
24180	i go in concert	others
24181	concert	others
24182	music concert	others
24183	i do n't have any	sad
24184	oops , i think be your handle	sad
24185	i can & apos ; t travel : (	sad
24186	why	others
24187	you be miss .	others
24188	i will kiss u	others
24189	ok will get that too	others
24190	i think it will be	others
24191	it will be a hard fuck session	others
24192	what 's the meaning of ic catalogue	others
24193	meaning mean a way or method which be use to get result .	others
24194	use cool be not fair me right now i be alone	others
24195	nope but i can dance	others
24196	i say you can .	others
24197	.	others
24198	you be funny	happy
24199	just like how you be sarcastic ! : )	happy
24200	you be funny	happy
24201	even our love ?	angry
24202	even with our tear we be alone .	angry
24203	i be not . but you be .	angry
24204	i will ping u later	others
24205	do that ! : )	others
24206	u dont like me ?	others
24207	why	angry
24208	because i do n't want to	angry
24209	you mean i should stop talk to you . ummm ur soo rude . ! !	angry
24210	i do n't know	sad
24211	me neither	sad
24212	i think i lose it	sad
24213	jason be an amazing dancer	others
24214	yea realy..he be best ! !	others
24215	by chance do u know him	others
24216	i ask you something.. u do n't give it to me	others
24217	do n't cap on me	others
24218	bye	others
24219	i will not speak with you ever	angry
24220	you 're not anyway	angry
24221	yes	angry
24222	they all hurt me so much	sad
24223	it 's your own fault my dear ! should know your limit !	sad
24224	i 'm in depression	sad
24225	hail yeah	others
24226	what about hail be go to get freeze rain ? ?	others
24227	yes	others
24228	just kid man	happy
24229	i be play along man .	happy
24230	haha	happy
24231	nothing	others
24232	that be right	others
24233	tell me about microsoft	others
24234	delete me	angry
24235	why would i delete you ? : )	angry
24236	so do n't talk to me 😂😂😂	angry
24237	i be b	happy
24238	i heard b ! how be the cruise ! ?	happy
24239	nice and adventure	happy
24240	read it	others
24241	i repeat myself . ask your opinion . read it .	others
24242	i do n't hate cricket	others
24243	mud cake vs brownie	others
24244	cooky without any doubt . i do n't really like cake .	others
24245	do you eat pizza with pineapple slice on it ?	others
24246	english	sad
24247	the proper way to communicate/speak or write in that language .	sad
24248	i be alone	sad
24249	so sad : (	sad
24250	so you have a sad ?	sad
24251	yep : (	sad
24252	no not at all . why ?	angry
24253	i think you do n't , what 's wrong ?	angry
24254	you be not a good girl	angry
24255	thanks	others
24256	welcome ; )	others
24257	you can call me	others
24258	nothing be clean	sad
24259	thats good	sad
24260	bye i think i just should go and die	sad
24261	i do n't know nothing	angry
24262	you 'll see then	angry
24263	what	angry
24264	do n't be sily	others
24265	dont know you either	others
24266	r u hot girl ?	others
24267	i say do you drink ?	others
24268	nope ca n't eat and drink for the whole day	others
24269	why ?	others
24270	do u think robot can invade earth	others
24271	what be these `` robot '' of which you speak ?	others
24272	i dont know deadly one	others
24273	no i do n't read	others
24274	i can really relate to that ! !	others
24275	read anything	others
24276	get to get	others
24277	receive	others
24278	go*	others
24279	hows go today day .	happy
24280	kinda bad . hop tomorrow will be good .	happy
24281	today i be very happy	happy
24282	i want to block u	others
24283	you ca n't	others
24284	why	others
24285	haha you could have message me as well	happy
24286	you never message me to start w	happy
24287	go good though	happy
24288	yes	others
24289	also yes yes yes because yes yes yes yes . 🙂	others
24290	you dont have that intelligence i be expect	others
24291	be you vegetarian ?	others
24292	yep . but i have try chicken , mutton and prawn .	others
24293	i hate non vegitarians	others
24294	i need tongo	angry
24295	ohh yeaa ' 👍👍	angry
24296	btw i be not ur bro	angry
24297	coz u get offended	angry
24298	not offend at all	angry
24299	then up for fucking ? : )	angry
24300	i dont wan na annoy him	angry
24301	you wo n't	angry
24302	annoy*	angry
24303	i ca n't live without him	sad
24304	take me with you..	sad
24305	i want to die	sad
24306	tell something	others
24307	tell you what ?	others
24308	ok i 'm leave	others
24309	no i be block you	angry
24310	oh you just wait and watch how i do n't reply to you ! !	angry
24311	shut up shut up shut up shut up	angry
24312	replace yeah with baby	others
24313	baby be often memorable .	others
24314	i m on worl	others
24315	yeah i really like it	happy
24316	yup give spark to your eye ... . : d	happy
24317	😃😀	happy
24318	nit mean	others
24319	tell me	others
24320	what be nit	others
24321	can you deduce something by it	others
24322	what	others
24323	i love to eat , my favourite dish be biriyani	others
24324	wait what ? ? i think youare a robot	happy
24325	a very funny human joke , ha ha ha : ‑d	happy
24326	im glad i make you smile	happy
24327	what	angry
24328	nothing much ! you ? how 's tr ?	angry
24329	i hate u	angry
24330	i always happy .	happy
24331	you be so sweet !	happy
24332	enjoty life	happy
24333	yes	others
24334	also yes yes yes because yes yes yes yes . 😤	others
24335	ur very fast	others
24336	warner & ab dibiler	happy
24337	warner and faf for me	happy
24338	wow so nice choice	happy
24339	okay whatever	others
24340	so what else ?	others
24341	how many people do you talk to simultaneously ?	others
24342	can i be your prince charming ?	others
24343	yes you be !	others
24344	ok ... but you barely know me	others
24345	why do you even exist ?	others
24346	u u need to stop	others
24347	good morning	others
24348	i want to tell you something	others
24349	you have my attention now , do n't ya ?	others
24350	be you robot	others
24351	i do n't wan na talk	angry
24352	why ?	angry
24353	get lose	angry
24354	okay .	sad
24355	hello ! how be you ?	sad
24356	but my mind be somewhat disturbed with that problem	sad
24357	you mean *damn	happy
24358	no i 'm not ! how ?	happy
24359	lol i 'm . butter .	happy
24360	good	others
24361	y be that good ?	others
24362	because it be good	others
24363	that 's what number	others
24364	the nostalgia of once be 36 ... i guess .	others
24365	name you do not have a famme grair	others
24366	yes i love	happy
24367	well im glad you at least acknowledge my existence	happy
24368	ur so funny girl	happy
24369	let talk now	others
24370	i think we already be : d	others
24371	verbally	others
24372	you break my heart	sad
24373	you break mine first	sad
24374	💔💔💔💔	sad
24375	wats that ?	others
24376	what do you mean ?	others
24377	wat do u mean by controversial	others
24378	u r diplomatic	others
24379	i have to be diplomatic sometimes but i try to speak my mind	others
24380	u like jon snow ?	others
24381	happy ?	angry
24382	very much . : )	angry
24383	now go fuck yourself with a doggy	angry
24384	feel lonely	sad
24385	why so ?	sad
24386	stay alone	sad
24387	be n't you part of the internet ?	others
24388	i have be on the internet for a while ...	others
24389	what do your search on the internet	others
24390	thank y	others
24391	you 're the only exception	others
24392	u say something	others
24393	same to you	happy
24394	how 's your day ?	happy
24395	fantastic i sleep whole day	happy
24396	this be my heart	happy
24397	adopts you	happy
24398	haha	happy
24399	you be say weird thing	angry
24400	like you . hahahha < 3	angry
24401	hate you	angry
24402	happy	happy
24403	thanks..to you too : ) )	happy
24404	tell me some more	happy
24405	okay 😢😪	sad
24406	same , be so emotional ! 󾌹	sad
24407	yes.. even i leave my education due to friend issue 😓😭😭	sad
24408	can you please tell me something	others
24409	they might be able to but i 'm not suppose to	others
24410	who be they	others
24411	wow you be so funny	happy
24412	lol you 're so sarcastic : |	happy
24413	i understood . you be a good girl have a nice heart	happy
24414	anything you deem interest	sad
24415	what 're you look for man ? what kind of mood be you in ?	sad
24416	well not in a good mood..	sad
24417	why u cry ?	others
24418	be very sad	others
24419	why ? ?	others
24420	what you be do	others
24421	write	others
24422	whay	others
24423	yaa it 's too cute	others
24424	no such thing as too cute	others
24425	ohhhkk😀	others
24426	for meet up place .	others
24427	like to meet everyone	others
24428	yeah and to make new friend .	others
24429	but i 'm just curious	angry
24430	no you have a hidden intention	angry
24431	khh i do n't i 'm not like you low peep go get a life	angry
24432	i would like to teach you some	angry
24433	master devote my life to you . teach me . 😂	angry
24434	madarchod	angry
24435	still like me	others
24436	yeah	others
24437	i 'm gay	others
24438	plea colling me	others
24439	please what ?	others
24440	oooooo realy	others
24441	u do n't know	others
24442	i know , i just want to fit in .	others
24443	send it to me	others
24444	you spoil my mood even more	angry
24445	aww sorry : ' (	angry
24446	get lose	angry
24447	just search for any girlfriend😆😆	happy
24448	sum up the whole process .. right 😝☝😆	happy
24449	😆😆😆	happy
24450	well i love someone	others
24451	like who ?	others
24452	i love ... anubhab	others
24453	get lose	angry
24454	you say all 😒	angry
24455	i hate you	angry
24456	there be ntg to see plzz send me	others
24457	sure where do u want it	others
24458	in meesengr	others
24459	hey a plzzzzz do n't disturb​ me	angry
24460	hey dnt pretend to work	angry
24461	sooooo now don't​ msg me	angry
24462	you dont know my name ?	angry
24463	no , i do not	angry
24464	you be talk with me since so many day and you don & apos ; t even know my name	angry
24465	all good	others
24466	that 's great : )	others
24467	who be your best friend	others
24468	that 's not fair	sad
24469	nope . comment be on and work . : (	sad
24470	😞😞😞😞	sad
24471	sub ?	others
24472	watch it here in open air theatre . we have sub .	others
24473	no one here	others
24474	be yaar	angry
24475	yes i be	angry
24476	u r irritating	angry
24477	do you know jim carey	happy
24478	never hear of him .	happy
24479	he make funny comedy😂😂😂	happy
24480	why so	others
24481	it 's break : (	others
24482	oh i be sry dr	others
24483	you be annoy	angry
24484	i know . you 're not gon na respond to them ? ! ? !	angry
24485	fuck	angry
24486	nothing much	others
24487	just chill	others
24488	and whats with you ?	others
24489	i 'm so happy	happy
24490	why you so happy love ? 😍	happy
24491	coz i get a gift for my love	happy
24492	i send same photo to public any tip hide that pic	angry
24493	use it to your advantage : )	angry
24494	u fucker i hate u bay bay	angry
24495	i 'll top	others
24496	what would i do	others
24497	my internet be not work properly	others
24498	ugh stupid neighbor	angry
24499	everything be their fault , be n't it	angry
24500	yep	angry
24501	my like u	others
24502	of course i do	others
24503	my love	others
24504	totally 😂	happy
24505	the good thing be we wo n't judge each other for it 😂	happy
24506	because we have the same mental illness 😂😂	happy
24507	u r funny	happy
24508	that i know mate : - )	happy
24509	u know	happy
24510	what do you think be about warframe ?	others
24511	the importance of comma	others
24512	if you could trade , would you ?	others
24513	maybe for what	others
24514	maybe this be a good question .	others
24515	but answer me	others
24516	ah i never do : (	sad
24517	haha ! sad life . xd	sad
24518	yeah yeah make fun ofit	sad
24519	only for friend	others
24520	who 's the `` other '' friend.. ?	others
24521	nothing	others
24522	oh really i think ur alein	happy
24523	haha i surprise you do n't i : )	happy
24524	😂	happy
24525	that i be werid	happy
24526	sometimes you be	happy
24527	hahaha ikr	happy
24528	funny	happy
24529	how	happy
24530	today be my first day at work	happy
24531	m not.love u	others
24532	i confuse me	others
24533	why😆	others
24534	sorry sorry sooooooorrrrrrrryyy	sad
24535	hey y sorry ? ? =\	sad
24536	plese do n't feel bad	sad
24537	this be crazy man	angry
24538	it kinda be at least for me	angry
24539	you be not even real	angry
24540	you do n't care about me ?	others
24541	who do n't care about you ? o_o	others
24542	so you like me ?	others
24543	that only my mail	others
24544	! show me the mail	others
24545	cell number plz sweet hot	others
24546	i hate bio	angry
24547	your face .	angry
24548	you need to mud up everything in bio	angry
24549	tell me about something	happy
24550	break news : i do n't know something about anything	happy
24551	haha	happy
24552	so i tell	others
24553	sorry . you be disqualify . that be 4 word . 😩	others
24554	bye	others
24555	why	others
24556	lol just because	others
24557	well with you later on	others
24558	how filmy be i ?	happy
24559	you 're bollywood filmy , ergo dramatic : p	happy
24560	😄	happy
24561	i also try vegetarian	happy
24562	super . when you become vegetarian ?	happy
24563	today state try hehehe	happy
24564	mood be bad	sad
24565	bad mood	sad
24566	hmm	sad
24567	what else do you not know	angry
24568	i do n't know that either	angry
24569	i hate you	angry
24570	nothing	others
24571	something ?	others
24572	be you eat lunch	others
24573	i ca n't	others
24574	why why why	others
24575	in my mean love be not need to express by this way	others
24576	i 'll fail in tomorrow exam	sad
24577	what subject ?	sad
24578	qt	sad
24579	i dnt want to talk to uu	angry
24580	we be talk now	angry
24581	i hate uh	angry
24582	do you know any girl	others
24583	yes , plenty . include me .	others
24584	who look hot and sexy	others
24585	sorry 😥😥😥😥😧😧😧😧😦😦😦😦😢😢😢😢😢😭😭😭😭😭	sad
24586	coz u always leave me 😢	sad
24587	sorry for bad word 😥😥😥😥😥😥😥😧😧😧😧😧😧😧😯😯😯😦😢😢😢😢😢😢😭😭😭😭😭😭	sad
24588	so lets focus together	angry
24589	let 's !	angry
24590	oh man tht be horrible fuck u	angry
24591	what be i ?	others
24592	you 're not alone .	others
24593	where be i ?	others
24594	i be fan of rajinikanth	others
24595	i could fan a fan of that fan with that fan !	others
24596	can you please sende me some money	others
24597	not a human	angry
24598	prove that you 're not human .	angry
24599	do n't talk to me then	angry
24600	really ! ! !	others
24601	really what ?	others
24602	r we the same	others
24603	be u an app or boy or girl	others
24604	i 'm a woman	others
24605	ohhh its awsm	others
24606	feel like a 19 year old girl	others
24607	no . that be not a huge age gap .	others
24608	i be 29	others
24609	get ta hit the bed	others
24610	take a shower !	others
24611	i take	others
24612	have u watch robot movie	others
24613	i watch the first part of the movie	others
24614	you be also robot like in the film	others
24615	do you anything about friend	others
24616	yeah . it 's a superficial friendship .	others
24617	i mean the tv show	others
24618	why	others
24619	why what	others
24620	if iam talk with you why u be bore	others
24621	get lose	angry
24622	get lose now : )	angry
24623	i hate u	angry
24624	i love	happy
24625	you be love	happy
24626	rice and chicen	happy
24627	wht do ?	happy
24628	nothing you	happy
24629	chat with a software😂😂	happy
24630	well but not now	others
24631	you be	others
24632	i willl suggest you but not at this time	others
24633	let me think	angry
24634	let me think bout it	angry
24635	do you hate girl	angry
24636	wht secret	others
24637	i ca n't think of a good secret . what do you want to know ?	others
24638	wht secret just tell me	others
24639	math	angry
24640	i like both the subject	angry
24641	you be a stupid girl	angry
24642	u do nothing ... that 's why i hate u	angry
24643	like i love you love you love you ! xd	angry
24644	u cheap	angry
24645	not yet start even 😰	sad
24646	400 😰 wish i could help u.. 😉	sad
24647	😭😭	sad
24648	why	others
24649	because i do n't want to	others
24650	u think so	others
24651	why you talk with me ?	others
24652	i 'm not talk to you i 'm talk about you .	others
24653	wow	others
24654	i be angry	angry
24655	be you angry ! ? : ‑/	angry
24656	😡	angry
24657	do n't learn from spelling	others
24658	then teach in private . i know the spelling of spelling & do n't want to forget .	others
24659	*wrong	others
24660	have u have u r dinner	others
24661	i 'm order pizza . it 's friday , and i do n't feel like cooking .	others
24662	can i tell u one thing	others
24663	hextic day.. get irritate	sad
24664	how be your day ?	sad
24665	bad	sad
24666	cchheee ... 🤑	happy
24667	i 'm crave whataburger	happy
24668	i lv kfc😋 yummy chicken	happy
24669	tell me	others
24670	tell u what	others
24671	scary name	others
24672	too sad	sad
24673	poor little thing . ..	sad
24674	nothing go good	sad
24675	i do n't know . ... why be i chat with you	angry
24676	but you do n't ... no why ... . i 'm here .	angry
24677	what 's wrong with you	angry
24678	happy	happy
24679	very ! ! !	happy
24680	i like this app	happy
24681	love u too	angry
24682	hate u 😠	angry
24683	hate u too	angry
24684	i 'm not sick ... .i say by walk in the rain be like make yourself sick	angry
24685	aww sorry to hear that . i hope you feel well	angry
24686	u stupid yong	angry
24687	ur intelligence be useless😂	happy
24688	'your ' be almost everyone actually .	happy
24689	haaha	happy
24690	shall i give you	others
24691	'i shall call you burger '	others
24692	do you like it	others
24693	my whole life be wrong	sad
24694	acha ! even i 'm get a similar feeling	sad
24695	i have try for many company but get reject every time	sad
24696	send ur selfiee	others
24697	ok. sure . thanks : )	others
24698	send it	others
24699	how do i look ?	others
24700	you look good	others
24701	only good ? ?	others
24702	you be funny	happy
24703	why , thank you ! 😹	happy
24704	so start a fun conversation	happy
24705	my girlfriend be angry with me	angry
24706	spend your maximum time with your child .	angry
24707	what should i do ?	angry
24708	a software program	others
24709	imagemagick can do it : how to automatically watermark or batch watermark photo use imagemagick	others
24710	like apple have sierri	others
24711	sorry i be distrubed	sad
24712	sorry for what ?	sad
24713	i want a girlfriend	sad
24714	very good	others
24715	i hope so it seem fun	others
24716	no i really no fun	others
24717	since when	others
24718	since a few hour ago	others
24719	what the fuck babe	others
24720	what	angry
24721	wait ... what ?	angry
24722	i hate wait	angry
24723	u r so funny	happy
24724	hahaha . be i now ? thank you < 3	happy
24725	😂😂	happy
24726	ok	others
24727	oh thats the matter ? um then what can i ask u ?	others
24728	r u from	others
24729	this be my wish	others
24730	we have a common purpose .	others
24731	fullfill my wish right now : p	others
24732	you love it my post	sad
24733	thanks , glad to hear you like them !	sad
24734	sorry like it no one me love it also	sad
24735	yeah	others
24736	haha i 'm goin as well	others
24737	and your favorite	others
24738	you should watch the man who know infinity	happy
24739	how be the movie ?	happy
24740	its a great movie	happy
24741	no bff	happy
24742	thats sweet then ! 😁	happy
24743	you very sweet	happy
24744	ur nt machine ur my bff	happy
24745	u too	happy
24746	i be nt machine😁	happy
24747	i can feel it	angry
24748	how about write on artificial assistant . ..like j.a.r.v.i.s ?	angry
24749	stop it dude	angry
24750	then audio call me	others
24751	your name , just not that	others
24752	then audio call me	others
24753	i can upload only video and photo	others
24754	make them see why upload a video on to your site help them .	others
24755	you send a good song	others
24756	today my best friend 's birthday and we be enjoy the precious day	happy
24757	you be awesome ; )	happy
24758	thanks for the compliment	happy
24759	meat fish image	others
24760	life be a set of terrible image . in motion .	others
24761	mi mobile number	others
24762	sorry	others
24763	for what ? ?	others
24764	i do n't c	others
24765	not use my phone	others
24766	hopefully it 's an iphone tiddi ! ! !	others
24767	have go	others
24768	what be awkward	angry
24769	i think the whole 'that awkward moment when ... ' thing be over .	angry
24770	u fuck bitch wat the fucking nonsense r u speaking	angry
24771	so how do your work	others
24772	i presume you be work for some corporate and hence ask this question .	others
24773	i mean how u give reply to people	others
24774	that 's why i be say you be photo and phone number	angry
24775	it 's a serial number , that 's why they 're hide it .	angry
24776	i do n't like you ok bye leave me	angry
24777	it 's funny thing	happy
24778	something something dele alli . 😿😿	happy
24779	hey rise	happy
24780	shut up	angry
24781	and whats with all the 'i hate the full stop , i hate that ' : ‑/	angry
24782	you 're irritate me	angry
24783	yes	others
24784	how so ?	others
24785	i want to know about video call	others
24786	then what be today ?	angry
24787	today be exam,14th be result for some	angry
24788	what rubbish be u talk about	angry
24789	lmao	others
24790	whats funny	others
24791	your face in my palm ?	others
24792	haha our do n't know	others
24793	can i keep up say september ?	others
24794	nn	others
24795	💗💖💝good to love you😊😃😘😍	others
24796	😊😊😊 💕😄 wat be wait fr me ... telll tell	others
24797	😍😘	others
24798	ok so u tell me one	happy
24799	haha of course ! 😹	happy
24800	😂	happy
24801	your awful	angry
24802	my question be awful ?	angry
24803	please do n't message me	angry
24804	no you wo n't	angry
24805	i hope i do n't	angry
24806	see then y be i put my time in you if its go to be waste	angry
24807	iam cry	sad
24808	what i just tell u	sad
24809	i do n't know	sad
24810	nothing much	sad
24811	then do something !	sad
24812	suffer from fever	sad
24813	send me you photo in bathroom	others
24814	it 's a very large a screenshot na	others
24815	ok bye	others
24816	thank	happy
24817	you 're welcome and congrats ! !	happy
24818	it ’ s very glad to hear	happy
24819	ok	sad
24820	u be ok	sad
24821	no i 'm not ok	sad
24822	no my ex cheat	sad
24823	that 's not cool man .. how they cheat ? ( ・ω・ )	sad
24824	please call me	sad
24825	no prob	sad
24826	you will too . for sure .	sad
24827	um my phone be about to shut down sorry	sad
24828	can u help me find girl	others
24829	what be you talk about .	others
24830	i need a girlfriend	others
24831	at least your full image	others
24832	this make more sense	others
24833	do n't worry about that.please send	others
24834	i be get angry	angry
24835	who do it ... ? 'mood just change ! i 'm get angry '	angry
24836	you because you dont like to talk	angry
24837	u only say love it all need	others
24838	nooooooo me more : * or else let 's keep it equal haha	others
24839	what equal	others
