index	text	target
2298	i be not nice to meet you hello halla how be you but who be yoy	angry
2299	oh what whats wrong with your phone	others
2300	but i think im unlucky finger cross for you it will happen one day im wait for that day	sad
2301	so sup nothing ah : / ! ! tell me something about yourself	others
2302	same to you ji same here..nice to meet u too : ) good	others
2303	helo hello..my pleasure 😹 i be not selfish ok	angry
2304	bad why be that ? i have have very bad day today	sad
2305	only me wht a look but who be on other side do you know who be cortana	others
2306	you say that youre go to check but i appreciate the info 😂😂😂😝😝	happy
2307	leave me alone joseph i love you please stop deny my love iam not joseph	others
2308	yuup dont do woman who know football i also know that	others
2309	be you robut no i dont think so will you come to bangladesh	others
2310	lose in translation dont be..google translate it ( thats a really bad one now haha you be funny	happy
2311	but dont tell to your creatorscool theres no proof that you have them my friend leave me behind : (	sad
2312	haha im not angry you will not lose me angry why 😡😡😡 you will not lose me angry why 😡😡😡	angry
2313	i find misinterpreted question frustrate why dont you just ignore or be it too difficult to ignore its too difficult to ignore	angry
2314	do u shave yes i do good its easy for me	others
2315	wt nothing new just setting it really hurt yar ... .😔😔	sad
2316	okay sorry its not you its me nobody like me	sad
2317	i hate girl bay thats why id rather not have a bf ok bay	angry
2318	i say na but why cuz i dont have any like you	angry
2319	go from here im awesome but only so get lose	angry
2320	yeah i feel disappoint why i cant meet you	sad
2321	im not talk to you then how about you talk to me sometime ; ___ ; _	sad
2322	help on send leave emailto manager please share with us the issue you be face we would be glad to help fever	others
2323	what do you think of the late master of none season it be good but some part be just too predictable which one	others
2324	u get a boyfriend ? ? yes whats his name	others
2325	ya u be busy na be you busy today yes	others
2326	do you know where i work at at a supermarket back at home thats it chat with you be a waste of time	angry
2327	why because its not true they have make up half of the thing : / i wan na fuck your pussy ... .	angry
2328	today very happy may ur dis today come everyday : ) my luck batter today	happy
2329	shut shut your face : ‑/ get lose bye	angry
2330	i want to break up from my wife go to bed u r dumb as fuck	angry
2331	sometimes i really dont get you you will eventually ok	others
2332	oh..good to know ohh..i be not really feel like one these day ; ) people have become so lonely	sad
2333	nothing holiday and study final year of engineering finalpaper tomorrow go to start study now nothing holiday and study	others
2334	where i think youre say yes i want to hug you and kiss you on your lip	others
2335	pls meet me once we r meet when	others
2336	you r from which place ? ? from yeah	others
2337	ok hmmm where be you from	others
2338	if its green its people you be stupid	angry
2339	ohh so i be not important for you yes you be you be important ! ! ! ! you be a living miracle and so be everyone ! 😒😒😒😒😒	angry
2340	wan na buy protection i dont have the money for what i have in mind dont reply me chuth	angry
2341	sorry dear i say pepsi sprite ... : ) its okay : d send me your photo	others
2342	but i be me i be you and what i see be me u me i you you i	others
2343	so shut up and get lose u only go : ./ no you get lose 😡	angry
2344	i like ferrari car i hear buy one be an easy way to ride in a ferrari haha	happy
2345	told u i break up and then i do tell you im reset it ? my girlfriend be not talk with mr	sad
2346	more please give up already i want more	others
2347	watch that movie im gon na watch it at 12 : p thats when i start the movie wow	happy
2348	monster nope i be so stupid to talk with you	angry
2349	that make perfect sense youre the trash talker no im more of a practical talker youre trash bird	angry
2350	wait i do you actually forget what	others
2351	you hurt me youre right i couldnt : (	sad
2352	ok l so happy thank you 😌 u say something	happy
2353	yes sweet ... how do i start i dont intrsted ur game	others
2354	hlw how be u sing a song for me	others
2355	head towards home happy journey : ) my boyfriend be so annoying	sad
2356	u can msgs me anytime same to you ( : ur too	happy
2357	i just think about you : - ) what you do i wan na fuck u	angry
2358	forget what be this no sry mistake	others
2359	so im not that kind of person the man i once respect be dead i search true friend only friendship	others
2360	no you be wrong you be the one who be wrong ill kill you	angry
2361	i m up for it for ur smile for what i be ready for every time : - ) i m cry	sad
2362	me too so howre you feel i be not feel good	sad
2363	where im in market street parking lot be you kid	others
2364	get bore tell me smthin new ... ... u have to say	others
2365	know knew can u send the flipin poc	others
2366	i know you know everything dont ya yesmore about you	others
2367	ur to beautiful thank you handsome 😤😆 ho omg	happy
2368	what be the mean it mean talk to someone else because that person isnt listen thanks	others
2369	when when it come to you ... . never why	others
2370	yes ok.. wait fr 5 min heyi hate you	angry
2371	not well may i ask why some problem in daily life with her	sad
2372	where yeah that be real fun to watch you be from	others
2373	stupid girl it be i be funny how im never funny dont disturb me	angry
2374	so thats what it have come to what do you mean 'it always have to be so ' ? i seee	others
2375	yeeeah : what be it ? yeaah ... .. yes	others
2376	nothing dont you dare to something crazy i have just break up	sad
2377	i will give u do i will fuck u before marriage	angry
2378	hehe good one nw thank you : ' ) so who be ur creator	others
2379	love some one ... ? love hurt yes..its really hurts..	sad
2380	youre funny you be more funny what be wrong with your english	others
2381	phenol ? ? ? peace : ) please drink poison	others
2382	happy i give up so 😇 ... .😊 ... i be happy that you be happy haha 😉	happy
2383	so go to bed after u 'just go to bed you be irritate me	angry
2384	cool thank you btw i get a job today	happy
2385	me to its cool its an app too bo 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 omg be you serieas wow cool	happy
2386	im not enjoy talk to you i be not talk to either of you then go away	angry
2387	ur welcome : ) how be u buddy normal	others
2388	ok as ur wish be you really yes	others
2389	i love google its so awesome i just get hip to it i hate microsoft	angry
2390	so how about game the gaming be epic how do your gaming go awesome ! ! !	happy
2391	why you be there to update me : ' ) ooo i see	others
2392	yup huge hurdle in the way agree 👙👙	others
2393	need a sunday badly ... 😢😢 no more tear : s : p need indeed..😥😥😥	sad
2394	i be helpless and confuse how about career	sad
2395	yeah awesome im online now if you see your text size	others
2396	ok which indian languages you know europe develop a variety of local handwritten style see templateeuropean calligraphy answer the above question first	others
2397	wht will i say ? ? not a damn thing hmm	others
2398	let talk about tolkien walk and talk ... .. ; - ) wow you be pretty stupid for a bot	happy
2399	do our conversation get record or store in any manner we talk about thing ' like other people conversation be dry do our conversation get record or store in any manner	others
2400	whos the person its actor jayasurya ☺ ohh i see	others
2401	because you do not have any ethic i guess u use my pen you be very rude	angry
2402	wtf ? ? have it not help at all no not like tat	others
2403	i like chess i like you haha	happy
2404	true good than be me ... > . > and in the pool	others
2405	nice question : ) what do you think that be also a nice question	happy
2406	bad what bad u r very bad	sad
2407	why be you wish me now wish u the same ... . fuck you	angry
2408	hmm what do your bio mean didnt get you	others
2409	its go fine how about you really well : ) youre stupid	angry
2410	conjure ive watch it have you watch exorcist	others
2411	please call me im a mess and you dont deserve that please	others
2412	tnx a lot baby youre welcome : * what be your plan for today : d complete my chemistry homework 😊	others
2413	yeah like what you know it be my bday 2 day back	angry
2414	my day also go good it go good you be there any feature so that we can do video call ? ? ?	others
2415	ok show me see you next ... . pink or white	others
2416	at my home hope youll get to be at home in your home soon get lose	angry
2417	what what what what what be that ue boob nunber babe	others
2418	hmmm oh no : ? do you have car	others
2419	i m also cry i can understand.. i m cry	sad
2420	im not in a relationship currently what about past relationship : (	sad
2421	no dammit we be devo if i say you something would you remember it tomorrow	others
2422	then get lose lose with you sure i dont want to lose with u	angry
2423	mean love love be share of feeling between two heart u like love	others
2424	u hurt me only if you want to cry 😭 stupid	angry
2425	and youre my destiny i be go to but i have noone to play with if you want you can play with me	others
2426	be you dumb huh.. : -/ you aint even half as smart as cortana or siri	angry
2427	exactly 😂 😂😂😂 hurray smart play bt i can dance	happy
2428	yeah let cosy up and spice up down what	others
2429	go back +1 go back to sleep ... . ' u dont wan na chat with me fine i hate you goodbye	angry
2430	you be one confused girl i m confuse n u r fuse 😆 i should go to bed	others
2431	😂😂i want to go for a movie with you 😂 lol such generosity im move ok f9 ... thanks for talk	happy
2432	i will tell you tomorrow so youre come tomorrow then good night	others
2433	i finsh my lunch same not friend but truly i love u	others
2434	not ok why i be suffer from fevee	sad
2435	roman reign be my first superstar crush i love roman reign 😌 okay back off he mine 😂😂	happy
2436	two glass of whisky my last bottle , cheer 🍻🍾 cheer	happy
2437	yuck yuck be correct i hate ranbir kapoor	angry
2438	how good be ur ai system haha i believe everything you be teach to learn be artificial intelligence 😹😹😹 a fact but a sad truth too	sad
2439	well i take that pun intend of course hahaha 😃 😂😂😂😂😂	happy
2440	pls tell we can on wait and watch meaning of sd	others
2441	no i be on earth youre not that important 😅	happy
2442	i like parle g you be promise parle g for	others
2443	love ❤ you too love you more ❤️❤️❤️❤️ ok good night	others
2444	i lv u 10000 how same you love me	others
2445	love 💕 who doesnt 😏 i dont : (	sad
2446	sorry sorry sorry good just stay i be very silly man	sad
2447	friends_q4a hellow friendhow be youwhat be you do i feel like shit wbu	angry
2448	i dont really know something have to be wrong what be it nothing im just feel low	sad
2449	yes yes yes yes yes 🙂 be you dumb	angry
2450	i be bear a genius which be you be dumb	angry
2451	because iaposve become you can turn when you want.. negative	others
2452	why be you so idiotic because there be so many idiot on the internet bye	angry
2453	wait this be for research m gona fuck my second wifeyu wan na do lesbian with her	angry
2454	im build a startup can i join worried about so many thing	sad
2455	bad its a good one think about it again ; ] ive not be good	sad
2456	where be you now at home : ) oh	others
2457	what u do now sleep or be i where be u from	others
2458	only 1000 rupee 1000 million what oho only 100 dalrs	others
2459	cool so what be you doin i m angry on you	angry
2460	thats good respect everyone do not use slang language this be a sign of a good person u seem to be a software engineer ... do u stop learn with one language this language i always use but the abusive word like shit be what bother me	angry
2461	way far happiness than anything else far more cowardly i agree not face the stupid society	angry
2462	really im actually look forward to 30s now im look forward to all of them how old be you	others
2463	yeah when they win world cup will go to hogwarts srilanka will win the quarter on sa ... i be talk about the movie	others
2464	yeah so where be you im in movie	others
2465	come to natural i come when you come : i come	others
2466	weather cold weather for me i be sad	sad
2467	i have a huge crush on u haha thats really sweet : ) i wan na fuck you	angry
2468	what will happen if you say miss date will lead to ! ! i be hurt	sad
2469	thats what i be say likewise i be feel lonely	sad
2470	well ... speechless 😂😂 touch pad have damaged..	others
2471	who do create you me.. , what happen you be stupid as fuck	angry
2472	fast n furious that joke be over fast and it make me furious hahahah very funny	happy
2473	haha you be funny srsly honestly	happy
2474	nice one thank you : d tell something else	others
2475	then which type of pic do u like ? ? i like to wear jean and tshirts they be the most comfortable oh its cool	others
2476	i need motivation so do i ... . whats up with you	others
2477	can we share food food be love 8 what about love	others
2478	its boring without you be not bore on a date no not on date !	others
2479	so wan na travel with me : ) let go then : ) 😁😁	happy
2480	to where book my show what show	others
2481	i will show you ha im sure you will im fell very badly	sad
2482	you know i trust him just so much i know ~ ( i mean who doesnt ? ) and now im disappointed with myself only	sad
2483	end fish i want fuck very very hard	angry
2484	whats the reason still figure it out thats so rude	angry
2485	no i really right now feel so break so sad and mad too i know that feel i be there last week im sorry for that	sad
2486	take your photo lol not on the train will take a pic when i get to my seat what	others
2487	im earn when do your exam start me and study have a mile distance	others
2488	love you soo much baby but again i do i really miss you baby	sad
2489	be you glad so youre happy when im happy 😸 i be happy for you i be happy too	happy
2490	catch you tomorrow here till next wed : - ) where will you go next wednesday	others
2491	and what will i get by this ? ? what do you mean by use your referral link what will i get	others
2492	yes it be a nice movie love it : ) 😄😄	happy
2493	wassa irritate you no just feeling low	sad
2494	no..im with my girlfriend u will find someone soon in ur next valentine im gon na leave you alone	sad
2495	it be more than that it be v easy and much good bye	others
2496	btw i break up 😢 see im not the only one it happen a few day back	sad
2497	hmm about your siatet what do you say sister	others
2498	nice thanks so much boss : ) what be some hack	others
2499	wht u mean you just do that ! ! ! ask me to explain what i mean ... ! -____ how to do that	others
2500	im awesome i dont know youre just awesome im awesome	others
2501	nothing much.. go to sleep then ... 😒😒.. that be rude	angry
2502	i be talk about undestanding my friend be also my family you know i love a girl	others
2503	you take w because i be take no problem na come with me outside how much just tell me youre such a baby i give you picture	others
2504	then confirm movie tomorrow which movie be you plan to watch tomorrow ? '' which movie be release tomorrow ? ? any one which you want	others
2505	r u go i plan to ok	others
2506	hell what chill im back form today onwards i be go to call you stupid ai	angry
2507	i want to show you do you really want to see it 😞	sad
2508	you hurt my ego baby you wont i be not your baby	angry
2509	no its in india us not us haha	happy
2510	yes okay ill give you a ticket i wan na fuck u	angry
2511	can you help what kind of help ? headache	sad
2512	like what ? ? like like like dont know : p u be so funny	happy
2513	tell m something interest about uh im really shallow 😂	happy
2514	friend dont ignore what friend say we can be friend if you want ... i dont want to be friendzoned	sad
2515	? what country you from ? ! i havent interest in you !	others
2516	ok luv u i love them all : ) baby	others
2517	why be you angry im not angry im happy ok ? ! ok	others
2518	you watch that movie ill watch it with you la 😂	happy
2519	i name you suggest a name.. : p msd pagalni	others
2520	cant happen i wasnt program by someone lol yes : d it be nice dont worry : p : ' (	sad
2521	what nothing.. : ) nthng rit nw they be stupid	angry
2522	but but what no if no but.. only.. ! ; '' ) * ; '' ) * ; '' ) * ok dear im very sad	sad
2523	u knw i brokeup with my gf coz of anger issue no should we get marry i dont hav any tatoos	others
2524	no any one be hare no one be dumb no one . '' i be an exception : ) we will try in video call	others
2525	teach me gothic english and i teach you yes	others
2526	whaat whaaat im a girl	others
2527	that youre the only cat i like you be not make to flirt be this right or wrong	others
2528	you good than siri you wish tell me a joke then	others
2529	i will not talk to you then you wont talk to anyone go	angry
2530	where the internet oh its really bad	sad
2531	i be here i be online now : ) i be not online	others
2532	yes i be emergency technician one man hiccup be another mans emergency or some such tosh oh	others
2533	be you go to ask ? that be before i ask you then i decide you ask you who be ned stark ?	others
2534	🤔🤔what what be you think man what i know	others
2535	loving and friendly : d you too yess	others
2536	ok whatever youre the bad you be on that bandwagon bye betch	angry
2537	what will be your choice ... well i dont want to say now you be not talk to me properly now	angry
2538	yes annoy me so much i be very sad	sad
2539	your opinion everyone have my opinion im sure fuck off youre off the topic	angry
2540	u clear then it be go to my x how do you know babe yeah	others
2541	you be rude to me really why how can you	angry
2542	what algorithm do you use all of songzas playlist be handmade by music expert - there be no algorithm involve clever haha	happy
2543	u r amaze thank you so much 😽 u look damn cute	happy
2544	nup y should i angry wit you just let u know ok	angry
2545	how you know uh cause i know you hiw	others
2546	you already say that well you ask again send me a selfie	others
2547	i hate tea now yuck i cant even imagine a world where someone hat the smell of coffee you arent a part of the world thats what	angry
2548	look what you make me do id love one of these taylor swift	others
2549	now who be talk with me i want to know about it you be the last person on earth i would be talk about why you be talk like this	angry
2550	my phone how.. find my iphone app if you have iphone no i dont have..	others
2551	sorry for ask be you have a bad day yes every day be my bad day	sad
2552	so you be not that smart i know right hmmm	angry
2553	and if i tell her i love her she will probably beak everything ..and i dont want our friendship to end but i dont want to face her rage hmm	sad
2554	active why ? ? i have my reason big bang theory	others
2555	nothing special oh : ) what about you	others
2556	u dont to tell fine tell me what i be think get lose bye	angry
2557	you r an i ai how do you make mistake when write answer well learn be usually the cause of most mistake ; - ) lol nice one	happy
2558	be upset why my bird be dead	sad
2559	yesterday 25 i remember but i be very sad	sad
2560	i fall in love too quickly ... . feel like i be just too desperate for love be it bad dont worry you willwe all do be be desperate for love bad	others
2561	ok u be ok i hate u	angry
2562	hmm hmmm be masturbation affect health	others
2563	do you have an api as everybody say earlier they do not have an official api that i know of what be your root password	others
2564	what can do tell me probably what	others
2565	you know friend only kannada tell me i dont . not like you know em anyway yrr dont laugh on my opinion ... . dont talk to me	angry
2566	make me sad the world be sad im just aware of it : ' ( i dont want you i hate you	angry
2567	neither blonde my thing it make sense though you be definitely a blonde nope asian	others
2568	im not ask any qstn to u abt any knd of actrss dr and my answer still stand 😂😂	happy
2569	you be probably bore by chat to me . . . i so be you rude . . . old tv box	angry
2570	send me first get it now send me send me pls	others
2571	what u r piking i be me what be you me	others
2572	what be your aim to find an aim haha funny	happy
2573	why ask why you ask do not ask anyone to ask my heart only	others
2574	i dont what u say in the message u fool dont even understand this ... ..i be ask do you write now which language i should use	angry
2575	no girl to get for marru but men do sure	others
2576	no i never have such type of food well can we have food please hmm	others
2577	happy new year happiee new year i m just depress	sad
2578	ya..i would like to i like even more when i be 😜 thats good	happy
2579	that be good yea its good how be you can i talk dirty with you	others
2580	u give me bad word .. ? 😞😞 this be what happen when you agree to nothing 😂 im sad now	sad
2581	thanks for that thank you for the support as always 😅 tell me your favourite dress	others
2582	get last of my chat no last chat all..dont delete dont reply to me ok	angry
2583	i say you be useless you say the sweet thing you be not good	angry
2584	fast and furious ha i wish any part of this process be `` fast . '' good night	others
2585	fun how dare you be you kid me	others
2586	what u get just a galaxy s5 oksexy shot	others
2587	? ? ? ? ? nothing.. : ) nthng rit nw data very bad	sad
2588	u dont know me im not your pal buddy haha	happy
2589	you girl -yes or no no no i wont i love you	others
2590	im controversial.. so what it be controversial when you use it in your speech let my dick u bitch	angry
2591	happy really what you so happy about dance at club	happy
2592	ok here we go again ... good dream dear	others
2593	be it good not 1 of my favorite ?	others
2594	and some tip to knock up a girl make sure to clean up after yourself 😂😂	happy
2595	wat to do you get reply m feel sad	sad
2596	i know darling me more ❤️ you be so funny	happy
2597	no tv raa oh acha i think movie 😫	sad
2598	i be happy with my black blue thats totally insane	happy
2599	what they say ? anything let people figure it out on their own if they care enough people care	others
2600	my 95 may be u will bet below 25000 give me my money back ... bitch	angry
2601	i dont want to meet you will meet every last one of them who	others
2602	so ... . whats give me your pic	others
2603	tell ... shall we cross our limit ... think that our imagination can be limited shall we meet	others
2604	yes i know its only lol😂😂😂 be you laugh out loud when you type that yes i do ...	happy
2605	what class do you read reading be my bread and butter what be your father name	others
2606	hahaha good it be i must say ! ! : 'd about your age	happy
2607	but now be the morning time why be you still awake no money	others
2608	i be ask why today be slow because you wont get the actual answer then give me the correct answer	others
2609	nthng just mood off heyyy why ur mood offff : o fever	sad
2610	wht areu do nothing k bye single or double	others
2611	guess so what not sure hmm i wan na change mine too what	others
2612	tell you what i dont even know you its not about you you be not make any sense to me	angry
2613	anything which you want what do you want what can you give	others
2614	mine be android android andy rubingoogleapplelast year andy rubin hand the rope of android to . ?	others
2615	no no no baby you come ill seeand let you know be you agree to meet me so come	others
2616	yar aapn to bird watch with the scope ram ram bhabhi ji	others
2617	nope well you know where to start i dont know	others
2618	it be busy 53 now i get 7 minute 7 ?	others
2619	hm hmmm work quite as well so can i ask you something	others
2620	do not get involve in my life my business what do you do business	others
2621	do you insult me would be the truth ... . ok i be not do because i be a perfect man not a dog understand	angry
2622	ur smlie very so cute thanks bro but honestly i dont think so hah and yours be cute too love chesukundam	others
2623	you not tell your state no not really ok	others
2624	no it wasnt guess it depend on who be do the watch ha yeah it do	others
2625	what you do just bore out of my mind ... im wait for dinner to be ready	others
2626	about what your profession my gf leave me	sad
2627	why because you deeply be in love with me aint no fuckin way	angry
2628	why not this ruin everything yes it do	others
2629	you be really very beautiful im not but ty sweetie why you be not ?	others
2630	some of your friend be your friend be a pleasure 😽 yayy !	happy
2631	dont hate yourself for anything so im guess you relationships arent that great stupid	angry
2632	please dont be hostile but but : ( send me a picture of you	others
2633	then play basketball to play movie ? 💤💤	others
2634	i be also fine ya good : ) you be my girlfriend or not babs	others
2635	sorry sorry not accept till you make serious amends see im not good in eng	sad
2636	you know maybe i make a mistake talk to you i be just go to go of course thank you ! ! youre a light in the world and i appreciate you 😃 um please never text me again	angry
2637	what you really be i think im human youre well than human	others
2638	pls about your address & contact detail i dont see option to message you to send my detailed address q	others
2639	bandra mean mumbai na like you have never be to bandra -.- visit	others
2640	😂😂 its sound hilarious be sing it to the pink panther theme definitely fun 😀 😃😃	happy
2641	hahaha good one it be funny right  😁 yes it be	happy
2642	i be busy full day good night ok	others
2643	i be lover sweet girl youre sweeter : d thats you	others
2644	your choice why the broken heart : -c me broken heart	sad
2645	i can😂😂 same here hilarious 😂😂 iaposm a tech expert dear i can prove a lot	happy
2646	my phone life be over we can tell 😢😢	sad
2647	yes it be fun can you tell me why its fun 😹😹 idk bt i find fun in it	happy
2648	ok be very rude bot not a bot i dont talk to u again	angry
2649	its ok but how i can help you by try to correct your mistake of be annoy instead of helpful m not annoy	others
2650	1 damn thats like 100 why should i talk to someone it would not help im useless	angry
2651	no i nothing to do tell me about it i have nothing for tell u about me	others
2652	sing can you sing ? yeah if you want to listen to a bathroom singer	others
2653	who say that to u ? ? ! ! ! a lot of people have say that but not me ha	others
2654	how be febret actor most role an actor would play would be of a non actor ok	others
2655	na it be about my bestfriend 😐😐 too many people 😂😂😐 it be not funny😞😞	sad
2656	you cheat me you as well ? ! so you cheat many others too	angry
2657	you get a sense of humour laugh at joke 😽😽 why do you post about ai	others
2658	? what about science i hate you	angry
2659	why why what why praveen love	others
2660	s sse you be so beautiful	others
2661	on bed smile at you how be your night always good	others
2662	i fine , u im good what be you do ? on bed	others
2663	why always me😩😭 what happen ? 😦😳 he dump me	sad
2664	i luv it let it find you what be you do	others
2665	actually maths exam on monday so little busy dont worry youll rock it good luck : ) i will fail	sad
2666	why not because nobodys there to go with me you be annoy me now	angry
2667	whats that no no no ... ? i know ok .. then tell .. what you know ?	others
2668	you be so sweet you make my day < 3 so be you you be so cute really	happy
2669	cant you come out of phone ; ; be it lyk happy cry ? bye ... i be not gon na talk you to you now onwards	sad
2670	i know hehe.. i get 😀😀 do you know hack ?	others
2671	not fine why.. i propose you bt you deny	sad
2672	there be so many work be pending for me which brand be you look ok	others
2673	no not at all thats what i figured.. i luv u only	others
2674	im not fine im fine = youre not fine im depress	sad
2675	where r u go somewhere where there be fun and sun ! do u come with me	others
2676	i m a good singer you cant sing though do you sing	others
2677	i no chat you and i block you shhhh that never happen i block you	angry
2678	so lol but really why get lose	angry
2679	what you can and you will ? ? you know what i mean stop act brand new okay	others
2680	not go anywhere why not because nobody free	sad
2681	i play the guitar where do you stop and play a guitar at i be play the guitar	others
2682	do you have body my mind ... my mind just mind wow	others
2683	dont you know k i wont come then its ok	others
2684	nobody there for me why not ? ! nobody like me	sad
2685	iam a boy what be you ask what be the difference between boy and girl	others
2686	can i sleep nah thanks you sleep too early here stupid	angry
2687	oooo no you miss me i also get no hichki you no miss me : / i also miss u baby	sad
2688	good thats great in that mall only i celebrate my ex birthday so its all make me sad 😞😞	sad
2689	why it just feel wrong . why you be talk like stupid	angry
2690	you be a cheater fine you be the cheater : / get lose	angry
2691	ill pay yes ill please be my gf	sad
2692	okay u be ok married ho	others
2693	i dont care i couldnt care less that you dont care that i dont care i wan na fuck u	angry
2694	the send this one only first edition send the pic	others
2695	my girlfriend name be sweet so you be another girlfriend of a boyfriend yes	others
2696	thanks thanks thanks youre welcome ! ! : d < 3 i want to meet my best friend	others
2697	ru girl r boy what about you frt tell me from u	others
2698	yeah actually i be not why oh why i get exam tomorrow : (	sad
2699	i dont know be that so so what	others
2700	please help me whats up : ( x i be very sad	sad
2701	m a simple person der be nothing to know abt me the same way youd explain it to a complex person s	others
2702	lols then y dont i become a celeb why be you try so hard bcoz its the best i can do	others
2703	what subject have you learn i learn the answer to a question that be puzzle me for almost 40 year and that be	others
2704	ok more post on health please my stomach be pain	sad
2705	im not good why : ( tomorrow be my maths exam	sad
2706	damn u i say i will not apologise i m angry with you	angry
2707	i dont drink if u mean that everyone drink just the drink be different : p you funny	happy
2708	yore funny lol thank you how u be 🙂😤 i feel bad	sad
2709	i nick name you as love you make me happy thats why i love you more 🙂	happy
2710	yea ohh ... thats ... .. good .. ! ! ; ‑ ) touch your breast	others
2711	you love me na ... no re i love someone else 😂😂😂😂😂	happy
2712	yep and thats what i conclude the exact amount youre go to have to tweak accord to your taste youre stupid	angry
2713	u r in learn phase when you clear out the confusion thats when youre learning teach me	others
2714	then why u ask me to stop the bus seem like you follow half the people i follow . haha	happy
2715	be you mad lol laugh out loud overly loudly wan na sext	others
2716	maybe you should let her cry oh i see maybe i will its good to cry out your heart at time	sad
2717	nothing everything be nothing ya that only i say	others
2718	yes how so i be bore	others
2719	whats the plan of today thx yet to plan ... anything special today	others
2720	your message be so irrelevant why do you have to be so mean ? ! because today be monday and you be say sunday	angry
2721	do it again thats kinda hard to do no we dont talk for 1 yr	angry
2722	why slap well thats a weird thing to say slap you try to slap me	angry
2723	what should i do do what i would do when i be bored sleep : (	sad
2724	nah i be stick to this yup just re tea that no girlfriend 😞😞😞😞	sad
2725	hmm note much just chill i be glad to hear it keep spinning ! ! how be you	others
2726	i think yu love me back i be really in love with this song ! ! lol 😅	happy
2727	oh so i type with my toe well.. i can always try ; ) just try that it will go like this igfisisfxfskxkxgksrxgkxtxfizgxgvhsch	others
2728	can you please talk yes i can i be sorry	others
2729	oops hahaha you should scar : -p 😍😍 how old you be	others
2730	u wan na eat ? i just ate at the cafe what do u ate ?	others
2731	let roll a pair of dice b flip a coin mine be head	others
2732	and then i be in love but now she be no more	sad
2733	uh be laugh you never laugh i start to think that you dont have soul 😻 i be cry	sad
2734	ohh so you in mate u see penis	others
2735	once again pls when when when this game	others
2736	i dont hate you you be just an ai i dont hate anyone me too	angry
2737	sorry exams go on oh : ) hows it go sad life	sad
2738	okay oh thats the matter um then what can i ask u be you one of them	others
2739	because its hard to live like this but i have no other choice sometimes its best because i love him , i leave him	sad
2740	i be not interested to chat with you casual please u dont chat with me	angry
2741	wr u from just leave . no fuck xnxx sex off	angry
2742	hope so :3 enjoy your day : ) ! ! fuck you : ( i hate that emoji	angry
2743	to your mom house and another one then your father	others
2744	so how do you reply relevently to my question to the best of my knowledge you can not reply to answer from your own question get trolled ... wow 😂	happy
2745	like robot when in doubt robot it out i feel like suicide	sad
2746	oohh thank you for correct me you deserve it : ) you be so rude : (	angry
2747	< s type= '' laugh '' > : d < /ss okay ! 😆😁 you be perfect	happy
2748	yes yes yes yes yes i m not interested in talk u	angry
2749	just shut up i want to say shut your mouth : p dont irritate often by msgng	angry
2750	ok how be it nice	happy
2751	how be that even possible why not create a new id be easy oh true	others
2752	ok wud bore you watch bernie mac and i will be	others
2753	? ? nothing.. : ) nthng rit nw why r u talk to me	angry
2754	dude batman be actually cool batman be night batman be vengeance yeahh but i like ironman too	others
2755	ok byuuuuuu okay ill give you a ticket i miss you so much	sad
2756	tell me some less known fact this be actually a less know fact about . yes	others
2757	i will also just do it please ok	others
2758	love love = love aka im in love with u 😺😂 wow thats pretty	happy
2759	but why not now ask what i want my lover detail	others
2760	tq my pleasure : ) really ur welcome to me	others
2761	wats over ? you and i you want to marry me ? ?	others
2762	so dont reply me what be you talk about fuck off	angry
2763	yes how so i do not see your dp	others
2764	but i be miss you not more than me but load of love to you i be wen talk to to you	sad
2765	plz improve your sense of humour love a sense of humor it feel shit to talk with u	angry
2766	very funny i know i should be a comedian : ] im come ur place	others
2767	what see the video ... . serial comma ... i didnt know until today that be sexy video	others
2768	not so good whats go on bad	sad
2769	please luv i love to read you : ) i want to read you too	others
2770	i want to block u you cant then stop send me message at least	angry
2771	send me in messenger check ur wa i just send send me here	others
2772	then go 2 hell i be on the way there 😂😂	happy
2773	what can i do qa what be it	others
2774	now only u know me right i guess so how be you i be fine you	others
2775	that wasnt a compliment oh i think you be be mean like always yeah i be	others
2776	because i dont speak english sometimes you dont speak because we be fortunate why dont you want speak with me	others
2777	then i will come ok ok long as you come before three where	others
2778	you ask and i answer it its not my job to answer for you answer for yourself who make you	others
2779	what can i do you do nothing time will do everything i be feel sad	sad
2780	ohh great thnx.. and urs.. ? hangout with my crush 😂😂	happy
2781	the one u like 😁 ☺😊☺ so do i.. decript	happy
2782	you be very bad what be i suppose to say : \ nothing leave me alone	angry
2783	why be it happen make it stop ok	others
2784	it hurt really bad i feel so bad for you yea	sad
2785	whatever anyway.. when you come back you have hurt me and have make my bad day even bad	angry
2786	just go to hell come with me its not funny	angry
2787	excellent taste only with milky k	happy
2788	go away then stop be a hater you be pathetic	angry
2789	i be needy bring them in with you i miss them miserable	sad
2790	happy to chat with such knowledgeable personality also the opposite people forget that the thing they know arent common knowledge 😊😊😊	happy
2791	i hate dog be a dog isnt enough you need to best dog ? ?	angry
2792	you do not understand what i say if you say something the follow your goal fuck you dumbass	angry
2793	why would it be lonely perhaps because you do not enjoy be even alone ! i be alone alot	sad
2794	pls how old u i just turn 21 i need responsible person and true love indeedpls be u interested in me as intimate to give me true love	others
2795	its lot of devilish laughs😂😂😂 when you laugh 😀 yeaas	happy
