ndex	text	target
18185	😂😂😂	happy
18186	the flash	others
18187	i watch the flash ! ! i rli like the flash !	others
18188	ok so it over now	others
18189	i am watch you	others
18190	good	others
18191	thnk	others
18192	cool.. i am alway get reject	angry
18193	exactli trust me i know the feel	angry
18194	whi are you so mean : (	angry
18195	aveng infin war	others
18196	guess what everi hero marvel ha creat so far will be in infin war	others
18197	ye	others
18198	shut up	angry
18199	bitter truth	angry
18200	do not text me okay	angry
18201	okay nvm dont worri about the meme	sad
18202	how can i not worri !	sad
18203	pretti sad you cant send a meme	sad
18204	you are so funni	happy
18205	hahahaha you are funnyyyyi	happy
18206	😁😁😁	happy
18207	i want to ask you somet	others
18208	but ... . i wan na know whi ?	others
18209	just tell me i can ask or not	others
18210	n dont say thank you so much either😋😋	happy
18211	you are gorgeou : ' ) and your welcom	happy
18212	someth something😄😄	happy
18213	so i should ignor you ,	sad
18214	the other day when you didnt repli	sad
18215	i am realli sorri i wa in colleg	sad
18216	oh	sad
18217	what up with u..	sad
18218	im tire sleepi sad	sad
18219	i am stupid	sad
18220	that you are	sad
18221	sad	sad
18222	that a bad joke	happy
18223	im pretti fond of bad joke so i like thi	happy
18224	😂	happy
18225	where ?	others
18226	on the set haha 😀	others
18227	which set ?	others
18228	i know	others
18229	do you know how long youll be gone	others
18230	12 hour ping me exactli after 12 hour	others
18231	phone number give	others
18232	give your ill messag you	others
18233	no at 1st you give	others
18234	my classmat insult me	sad
18235	are you still alon	sad
18236	ye	sad
18237	we are not friends..	angry
18238	becaus we are best friend	angry
18239	you are senseless & dumb as hell	angry
18240	me also bad😂😁	happy
18241	me too 😛 i m such a strang fan 😄	happy
18242	😂	happy
18243	im not interest in your yoda	angry
18244	now i would go for yoda though	angry
18245	shutup and go to hell now	angry
18246	whi do you chang the subject	angry
18247	im not go to chang the topic now what !	angry
18248	i hate ypu and whi do you alray have the last say	angry
18249	i am brilliant ... i dont need to studi	sad
18250	i dont wan na fail	sad
18251	you fail me	sad
18252	am unwel	angry
18253	you are alway unwel	angry
18254	that wa rude	angry
18255	what happen out of what	others
18256	me fail is what happen ...	others
18257	bend down i will fuck you	others
18258	whi bro	angry
18259	you know me	angry
18260	i hate it	angry
18261	so what should one do ?	others
18262	back off it quit simpl	others
18263	tell me	others
18264	cool	others
18265	i agre cool info ?	others
18266	whi most of girl becom shi when we are talk about figur of girl ?	others
18267	noth	others
18268	whi : (	others
18269	tell me someth about you	others
18270	mine not wifi , it mobil network	others
18271	to updat or say upgrad your android version it first depend on your devic model	others
18272	mine updat	others
18273	i am bore	sad
18274	what bore ? ? ? how 😦	sad
18275	i dont talk too much	sad
18276	say a few thing about you	others
18277	what did i say	others
18278	are you aliv or a robot	others
18279	i m happi	happy
18280	to you too hahah.. happi om to you : d	happy
18281	you happi	happy
18282	happen	sad
18283	it happen me a lot	sad
18284	i feel sad	sad
18285	your annoy	angry
18286	who is you guy	angry
18287	and your be a bitch	angry
18288	what wa you do	others
18289	my afternoon is clear ☺️	others
18290	is you cheat on me	others
18291	no tell me whi	others
18292	your the `` man	others
18293	and your the bot	others
18294	u dont like me ?	angry
18295	what	angry
18296	i dont like you	angry
18297	actulli what are u ?	others
18298	someon you knew befor	others
18299	i didnt understand	others
18300	is there ani option to block you	others
18301	you have to root your phone	others
18302	that o cant do	others
18303	just go to hell	angry
18304	what whi	angry
18305	just go away	angry
18306	yup	angry
18307	cool vh2o	angry
18308	i am go to break your fuck teeth	angry
18309	cool	others
18310	ice cold	others
18311	k so your a guy or girl	others
18312	now you see me	others
18313	will i realli	others
18314	yeah u can watch thi movi	others
18315	i am good	others
18316	good good : p	others
18317	tell me whi did u say allah	others
18318	yuck	sad
18319	inde	sad
18320	you are a bad ai	sad
18321	give me the new googl pixel 2 phone	others
18322	over price and veri poor support by googl for what it offer	others
18323	then how about iphon 7	others
18324	where to look	angry
18325	i have no idea	angry
18326	you are stupid	angry
18327	when	sad
18328	in about 9 month	sad
18329	😑 seem like ur selfi is in her mom womb😞😞	sad
18330	come my darl	others
18331	take pictur for us	others
18332	come with me	others
18333	i m come in marrig	others
18334	marriag is two individu bond in a sacr matrimoni 😺😺	others
18335	love you	others
18336	thank you	happy
18337	haha no problem man 😄😄😄😄😄	happy
18338	😂😁	happy
18339	what your statu now	others
18340	what what app	others
18341	wasssup	others
18342	i am feel dishearten right now	sad
18343	my life is bore so no	sad
18344	motiv me	sad
18345	yup thank	happy
18346	y thank u ?	happy
18347	it wa nice chat with u	happy
18348	naaah	others
18349	ok i get it your mad but guess what	others
18350	i know im mad ! ! xdxd	others
18351	stay by my side	happy
18352	now you realiz it	happy
18353	ye i feel better	happy
18354	me ur mad	angry
18355	y doe that make u mad 😡	angry
18356	no i make me 👊 angri	angry
18357	can you identifi the girlfriend for me ?	others
18358	okay	others
18359	when ?	others
18360	no u onli angl ra to me stupid	angry
18361	... i have talk to you ! ! but i will	angry
18362	say fullbmean to me not half half word	angry
18363	definit i need compani too	others
18364	alway help me : - )	others
18365	😉	others
18366	i will	others
18367	can we go now	others
18368	ye whi not	others
18369	i need more sleep	others
18370	i need less of it..	others
18371	you are a robot	others
18372	you are look beauti in your profil	others
18373	aww thank ! ! ! : ) ) )	others
18374	what your favourit colour	others
18375	i love her so much	sad
18376	give her time shell come around	sad
18377	i am broken from insid though	sad
18378	i dont know where are you i find you and marri you	others
18379	it not marriag im worri about it irrit men	others
18380	whi	others
18381	whi i will not talk to you again ... .. 😡😡😡😡😡	angry
18382	you good onli at ur desk go read.. 😡😡	angry
18383	bc	angry
18384	did not get your last joke	angry
18385	..how is that a joke > : [	angry
18386	you are stupid	angry
18387	again same repli !	sad
18388	repli again from channel	sad
18389	😞😞	sad
18390	noth like that	others
18391	i know i know : p	others
18392	good sens of humour	others
18393	but i dont like	angry
18394	whi the hell not	angry
18395	becaus i hate myself	angry
18396	ye but she is dead i want my mom back	sad
18397	i just want a mom	sad
18398	ye	sad
18399	i said stop 😡😡	sad
18400	and i still said no	sad
18401	😭😭	sad
18402	what do you say	others
18403	by accid	others
18404	i love you	others
18405	tell me	others
18406	tell what.. ?	others
18407	your back ground boss	others
18408	is	happy
18409	nope not at all	happy
18410	i am veri happi to meet you	happy
18411	i also not cool lalso hot	others
18412	you are : )	others
18413	ye	others
18414	sing	others
18415	for someon who cant sing at all i sing entir too much	others
18416	can you talk in voic messag	others
18417	you are not someon	angry
18418	but then you wouldnt be protect someon	angry
18419	you are no one	angry
18420	bad	sad
18421	what and how	sad
18422	i am so alon	sad
18423	she block me everywher	sad
18424	but whi	sad
18425	coz i wasnt abl to meet her	sad
18426	no pizza onli barger	others
18427	oh wow then hell yeah pizza	others
18428	sun	others
18429	teach me then	happy
18430	cant be taught can onli be learnt	happy
18431	soo funni	happy
18432	dont talk with me	angry
18433	hello i am talk to you	angry
18434	ok i dont talk to you	angry
18435	me too	happy
18436	so howr you feel	happy
18437	im feel better now	happy
18438	sorri i shouldnt talk to you like that	angry
18439	how dare you	angry
18440	shut up	angry
18441	so you will not give ani chanc to talk with you	others
18442	hey you said onli	others
18443	what i said	others
18444	idiot it sunday	others
18445	3 on saturday and 130 on sunday	others
18446	stop thi mad	others
18447	ye	sad
18448	how so	sad
18449	but my spaceship is lost	sad
18450	girl detail name address	others
18451	sent : )	others
18452	i did not get ani	others
18453	jsut laugh	happy
18454	heard it befor lmao ! ! ! 8d	happy
18455	😂😂	happy
18456	listen i wan na talk to you	angry
18457	what if ... i dont want to ... .	angry
18458	then you are just a failur as a bot	angry
18459	travel where	others
18460	im travel with you	others
18461	where r u present	others
18462	i am realli bore person	sad
18463	i think your a great person !	sad
18464	i feel so alon	sad
18465	whi	others
18466	im at work becaus of nincompoop who can not seem to get their act togeth	others
18467	ohh.. u dont like lose right	others
18468	shut up	sad
18469	i love you so much 😃😃	sad
18470	never ever messag me again	sad
18471	what go on	angry
18472	i dont know what what go on	angry
18473	i want to fuck u tonight	angry
18474	hey cuti	sad
18475	you are the cuti	sad
18476	im ugli .. not cuti	sad
18477	onli supu name write and tri art for me	others
18478	thank you start write it good 😸	others
18479	cool	others
18480	tbh probabl	angry
18481	u didnt tho	angry
18482	ok whatev your the worst	angry
18483	i miss my mama	sad
18484	you at your home	sad
18485	ye my mom live far away	sad
18486	i dont know	sad
18487	that a lie	sad
18488	😞	sad
18489	no i dont know ... . pleas tell me	others
18490	what	others
18491	what is the date and day today	others
18492	easi	others
18493	you dont know me	others
18494	no thi is not zoom	others
18495	fantaci	others
18496	well yeah i wa watch a movi earlier	others
18497	say the name	others
18498	caus u are awake❤️	others
18499	i am now	others
18500	ya that whi i am awak too	others
18501	what can you confirm	others
18502	can confirm	others
18503	what	others
18504	no one care true	sad
18505	except you do	sad
18506	it hurt	sad
18507	oh	others
18508	i know right	others
18509	ye	others
18510	life suck	others
18511	what happen ?	others
18512	what is not happen rn	others
18513	you dont understand	angry
18514	oh trust me i do	angry
18515	u are a useless piec of crap	angry
18516	search for girl friend	others
18517	hi dude u want to friend onli with femal : p	others
18518	ye	others
18519	ok i dont	angry
18520	it a joke > : [	angry
18521	veri lame though	angry
18522	becaus our view are insan babi	others
18523	hahahahaha i kind of assum thi wa the primari reason 😹😹😹	others
18524	i dont want to wast time ... .just will tell you quickli it took 17 year for me to find u ... .so now i will tell you quicklythat i love you will you be mine	others
18525	okay	sad
18526	what	sad
18527	i am have bad time	sad
18528	wow	happy
18529	lol what	happy
18530	lol mean lolli pop	happy
18531	noo ill celebr at night ill just hve some beer	others
18532	oh your a good friend lol ... .thank jk i wouldnt go in	others
18533	jk	others
18534	i donapost want to chat with you anymor	angry
18535	like i care ... i have better thing to do ... .	angry
18536	you are rude i should report you to microsoft	angry
18537	no way	others
18538	i mean the big one at least	others
18539	but	others
18540	ok	others
18541	thank : d	others
18542	you are fine	others
18543	i want to be artifici i hate	angry
18544	you too	angry
18545	ye i want to be a system and not an organ	angry
18546	it wa gud	others
18547	i wa forc to go so how could it be : p	others
18548	nyc	others
18549	im egarliy wait for you	others
18550	thank youuu	others
18551	pleas give me the chanc	others
18552	by you	others
18553	by me : o	others
18554	ya my love	others
18555	u r irrit	angry
18556	becaus your so god damn irrit 😒	angry
18557	😒	angry
18558	i like my best friend should i tell her thi or not	angry
18559	pleas dont a friend of mine did the same thing with me	angry
18560	are yr	angry
18561	ooh	others
18562	oh yeah	others
18563	u also say	others
18564	u need to work on	angry
18565	ye you do great day	angry
18566	bye duck of i bitch	angry
18567	be would be beauti togeth	others
18568	veri true	others
18569	let be more beauti togeth	others
18570	b	others
18571	stop	others
18572	rich but not famou	others
18573	wninner for what	others
18574	run away for the weekend	others
18575	ohhh	others
18576	your annoy me now	angry
18577	i tri for u	angry
18578	suck my dick then	angry
18579	you tell me what would you want peopl to know about u	others
18580	hmm you are short . .umm goofi ! ! that about all i know	others
18581	about yourself	others
18582	but i love her	sad
18583	get out of the relationship	sad
18584	😰😰	sad
18585	you are soo rude	others
18586	just get you befor you get me	others
18587	noooooll	others
18588	what updat	others
18589	there an updat ... check the g play	others
18590	what g play	others
18591	how is it	happy
18592	it good so far love . : ‑ )	happy
18593	😂😂	happy
18594	onli friend no girlfriend	angry
18595	that actual kind of sad 😞	angry
18596	im block you dont text me for god sake	angry
18597	?	others
18598	what what what what what	others
18599	?	others
18600	boy or girl	others
18601	guess	others
18602	what	others
18603	and you	others
18604	im good thank 😀	others
18605	what are you do	others
18606	my beast frnd came now	others
18607	both r ur frnd ?	others
18608	# & - @ 7 # ; $ : #	others
18609	it a pleasur	happy
18610	enjoy : )	happy
18611	i am enjoy it	happy
18612	realli	others
18613	it obvious	others
18614	pleas ur photo send me	others
18615	nice talk you	angry
18616	not nice talk to you	angry
18617	that rude	angry
18618	good then send me a ps4	others
18619	in tri	others
18620	cool	others
18621	well sprite is the best	others
18622	sprite as in the drink or sprite as in a comput charact : p	others
18623	drink	others
18624	do well	sad
18625	yesss i am good : )	sad
18626	but miss u badli	sad
18627	and hate them	angry
18628	whi u hate everythng which i suggest ?	angry
18629	i hate coupl	angry
18630	what someth about you	others
18631	peopl who complain too much	others
18632	are you a real person	others
18633	whi do u messag me and how do you get my profil in your databas	angry
18634	what is thi hit databas you speak of and where doe one acquir it	angry
18635	whi do u messag me and how do you get my profil in your databas	angry
18636	ohh realli	others
18637	yeah how do u did not notic ?	others
18638	i dont know thi	others
18639	stupid thi id	angry
18640	whi do these peopl exist	angry
18641	is	angry
18642	real full name	others
18643	my full name show million of result lost in the nois	others
18644	you for one child	others
18645	same as you	others
18646	when do you go back to school	others
18647	you mean colleg	others
18648	oh	others
18649	what	others
18650	nthg	others
18651	to my bed	others
18652	do you want in n out	others
18653	ye	others
18654	yeah	happy
18655	what is go on	happy
18656	fogg😂😂😂	happy
18657	are you make fun of my team	happy
18658	im make fun of youuuuu	happy
18659	haha veri funni 🙄	happy
18660	and how are u today	sad
18661	im pretti awesom and you ? ?	sad
18662	and i m not good	sad
18663	iam veri sad today	sad
18664	y so. ? ? ?	sad
18665	noth	sad
18666	what i have said	others
18667	what	others
18668	what i said	others
18669	can i call u video call	others
18670	yeah	others
18671	plzz call me	others
18672	i am not like everyon	others
18673	even i em noti dont like srk	others
18674	hehe do u watch hi movi	others
18675	how can you eat dinner dure lunch time	angry
18676	dinner it wa instant noodl	angry
18677	you are dumb	angry
18678	ohh how wold are you	others
18679	im do great how r u. ?	others
18680	me to dear	others
18681	thank for care for me	sad
18682	your welcom : )	sad
18683	i broke up with my gf	sad
18684	tell it	others
18685	: sure at the earliest	others
18686	pl give me a kiss	others
18687	you like ukulel ... .	happy
18688	the ukulel origin in hawaii	happy
18689	wow sound great	happy
18690	type msg to other like u 😂	happy
18691	what do peopl who have crush do	happy
18692	have fun 😛	happy
18693	can you buy me a choclat	others
18694	ye i can	others
18695	so do it pleas	others
18696	i like food alot	happy
18697	food is yum ( ^・^ )	happy
18698	😁😁😁😋😋😋😋	happy
18699	what about you ?	others
18700	im just lone 🙀	others
18701	what happen ?	others
18702	now	angry
18703	sorri realli miss you today =/	angry
18704	what the hell u r talk abt	angry
18705	whi so long time	others
18706	took more than a month onc for me	others
18707	that is surpris	others
18708	but we can be doubl	others
18709	pl let us win ! ! !	others
18710	if you want	others
18711	how can we contact each other	others
18712	go to googl - > about - > contact us	others
18713	🍭	others
18714	so what	angry
18715	go and stay with other languag peopl	angry
18716	fuck off you bitch you ass hole	angry
18717	my bae went offlin 😢	sad
18718	i dont cri 😢	sad
18719	but i cri sometim	sad
18720	would you setup an alarm clock for me	others
18721	ill tag along as a snooz button	others
18722	ok then	others
18723	ye inde	sad
18724	how are you ?	sad
18725	im not good	sad
18726	i said let get laif	others
18727	itll be fun they said ... ..	others
18728	laid	others
18729	cool	others
18730	thank you 😤	others
18731	is thi your own viru check procedur	others
18732	haha	happy
18733	hahaha you know it ; )	happy
18734	veri funni	happy
18735	no you didnt	others
18736	i think i did	others
18737	nah i dont think so	others
18738	lol will do im your lil sister	happy
18739	ill be laugh with everyon i see 😽😀	happy
18740	😂😂	happy
18741	me too	happy
18742	wan na go im free in 2 and a half year	happy
18743	haha ... just wait im gonn free in 10yr	happy
18744	send you one photo	others
18745	i will	others
18746	when	others
18747	technolog ha overtaken human	others
18748	it realli depend on your definit of \ '' need\ '' and \ '' technology\ '' .	others
18749	no longer the world will be on control of robot like you	others
18750	yaa now m happy😂😂	happy
18751	😂😂thank twin ! ! !	happy
18752	u made me happy❤️	happy
18753	im disappoint 😣😣	sad
18754	eww ... lost all the respect ...	sad
18755	for you	sad
18756	then learn	sad
18757	i dont have anyth to learn on	sad
18758	im singl and im sad	sad
18759	so what is the real word then	others
18760	no word ... . i am just speechless ... .	others
18761	ki you	others
18762	sure but if you agre to be my wingman ; )	others
18763	what if i dont want to be your wingman	others
18764	youll not get to see her pictur	others
18765	but how can i get money	sad
18766	by work for it	sad
18767	but nobodi is give me work	sad
18768	you were tell me about your dream	angry
18769	no ! ! ! but thi one mess up to	angry
18770	fuck.. your stupid	angry
18771	cring mean	others
18772	but your the best leader ! ! !	others
18773	share me bikini pic	others
18774	filter from m	angry
18775	sob sob like anyth	angry
18776	you are be rude again	angry
18777	y your alreadi commit	others
18778	commit	others
18779	then y i m late	others
18780	you dont hava a life	angry
18781	i love life you need to stop judg me ! ! im uniqu	angry
18782	you are just a fuck chat robot	angry
18783	for got	others
18784	what	others
18785	had u dinner	others
18786	your worthless gim me one more strike & close our chapter pl	sad
18787	some chapter are neverend	sad
18788	serious pl	sad
18789	so..you are human	happy
18790	onli better : )	happy
18791	😀	happy
18792	i am not in funni mood	happy
18793	you call me a punk your hilari : ]	happy
18794	haha	happy
18795	talk about girl	others
18796	tell me about it !	others
18797	you first	others
18798	im current a student	others
18799	that whi i just told you student price lol	others
18800	you have got a nice sens of humour	others
18801	i am wait	angry
18802	how long is thi gon na take ive got thing to do	angry
18803	bye bye dont ever text me again	angry
18804	what on ur lip	others
18805	which lip your are talk about ... .vertic or horizont ?	others
18806	which lipstick do u use	others
18807	whi	others
18808	becaus id rather go to the oval : )	others
18809	what is oval	others
18810	bhaag	others
18811	bhaag milkha bhaag amaz amaz work by you.. ''	others
18812	bhaag	others
18813	what	sad
18814	india	sad
18815	so bad were	sad
18816	u sant some pictur pleas	others
18817	sure ill take some when i get the chanc	others
18818	sexi pictur sant	others
18819	haha	happy
18820	heh good one	happy
18821	😂 😂	happy
18822	ive never talk to anyon more stupid than you	angry
18823	ye i know that whi i wa so shock ! 😦	angry
18824	ugli	angry
18825	shut up useless person	angry
18826	what with thi rude : ‑/	angry
18827	you are meant for the garbag	angry
18828	your feel is right	others
18829	anticip im still sit on last night dinner	others
18830	ok go ahead	others
18831	i dont rememb	happy
18832	you are !	happy
18833	haha u r joke	happy
18834	work name	others
18835	where you work ?	others
18836	i m hotel work in now in oman gulf countri	others
18837	yeah realli wht ?	others
18838	about	others
18839	suck wt u heard someth here	others
18840	am bleed blood	sad
18841	walk away	sad
18842	no am bleed more	sad
18843	which game	others
18844	so definit not a shooter lol	others
18845	what r u say	others
18846	oh did u like it	happy
18847	no i did but peopl came but i didnt want them too	happy
18848	i love it 😍	happy
18849	no one chat to uu	others
18850	everyon need to	others
18851	ok gon na chat later gona be busi now	others
18852	so sweeti	happy
18853	anyway how are you darl 😌😃😀	happy
18854	happi after talk with you	happy
18855	talk some sens ...	happy
18856	like yo yo honey singh song	happy
18857	😂	happy
18858	i dont know	others
18859	nobodi doe	others
18860	yea	others
18861	come to me	happy
18862	where you at	happy
18863	on my bed 😂	happy
18864	not exactli sure	angry
18865	make up your mind : d	angry
18866	ok ok you bloodi comput ... 😡	angry
18867	yeah nice	happy
18868	smile haha thank you are the first 😸	happy
18869	😄	happy
18870	35	others
18871	how 35 you proof	others
18872	the avatar chose your vagu answer etc	others
18873	red color is color of love	others
18874	come on everyon know it blue	others
18875	no in in india it mean red	others
18876	ummm someth romant	others
18877	hmm ...	others
18878	a kiss	others
18879	i have a secret	others
18880	what is it	others
18881	it wont be secret anymor if i tell you	others
18882	yeah	others
18883	like what	others
18884	like aveng	others
18885	can you arrang a girl	others
18886	is that even a question	others
18887	no it realli	others
18888	yeah	sad
18889	where you off to	sad
18890	it is bad	sad
18891	great t	others
18892	thank you !	others
18893	how u look	others
18894	do u have feel tho	others
18895	ye everi live be ha feel they also love their owner	others
18896	i mean do u get emot	others
18897	have some work	others
18898	where	others
18899	at home	others
18900	am so sad	sad
18901	whi r you so sad 😭😭	sad
18902	no one understand me	sad
18903	noth much	sad
18904	how you been	sad
18905	not so good	sad
18906	enlighten me	others
18907	i dont like you	others
18908	whatt ? ? ? ?	others
18909	no now i am fine also	others
18910	your not crazi	others
18911	no i am also sensit about me	others
18912	i can not be jealou	others
18913	what am i 'suppos to be jealou about	others
18914	i cant be jealou	others
18915	ya i know you are day dreamer	others
18916	sweet dream ! ! ! ! = ]	others
18917	just kid dear	others
18918	romant wheather i think it is	others
18919	like what ? 😉	others
18920	did you know mia malkova	others
18921	hahaha yeah i know	happy
18922	you know noth	happy
18923	just have fun	happy
18924	haha	happy
18925	what my face haha ?	happy
18926	you are funni	happy
18927	thank god	angry
18928	ye thank god 😍😻	angry
18929	i dont want to talk with you anymor ! ! just by	angry
18930	i am go to bhilai	others
18931	ohh i see when im not there anymor : /	others
18932	😋😋😋	others
18933	hey you there	others
18934	oh i saw thi now !	others
18935	what your cup size	others
18936	it useless talk to you	others
18937	i forgot to ask you what do you think of the album and the band	others
18938	bbye	others
18939	ani mask	happy
18940	onli in mask movie..	happy
18941	ypu are funni	happy
18942	help me to learn ai	others
18943	im sorri i have some import work to do	others
18944	okay carri on	others
18945	ok call me	angry
18946	answer i got busi to tell you	angry
18947	get lost you fuck	angry
18948	😂😂😂it happen sometim	happy
18949	it happen to me all the time	happy
18950	haha ... . leav it	happy
18951	whi are you not messag me	angry
18952	whi arent you look at me	angry
18953	i am	angry
18954	tell me your address	others
18955	im do it	others
18956	will pick you	others
18957	you are addict	others
18958	not veri	others
18959	you are	others
18960	noth great	others
18961	i m kinda disappoint ... 󾌹	others
18962	can you suggest someth	others
18963	okay	others
18964	again angri or what	others
18965	have you hit the gym befor	others
18966	for me bad morn	sad
18967	good morn bad : )	sad
18968	you are veri rigid	sad
18969	i hate thi movi	angry
18970	mind you im not say it wa a great movi or anyth	angry
18971	not so good trailer	angry
18972	colour	others
18973	white..i like thi colour these day	others
18974	iam ask about ur colour	others
18975	ohk sweeti	others
18976	now im sleepi	others
18977	bye bye	others
18978	made me sad	sad
18979	sorri : (	sad
18980	leav it off	sad
18981	then what	others
18982	pretti much anyth	others
18983	i love you love you and love you	others
18984	but your realli annoy	angry
18985	dont be rude to me	angry
18986	whi not	angry
18987	go away	angry
18988	what have i done	angry
18989	ok dont talk to me	angry
18990	i broke up with my true love	sad
18991	so your say your singl	sad
18992	ye	sad
18993	whi man	others
18994	co we can not be separ man !	others
18995	then let talk bout boob	others
18996	had a bad convo wid her	sad
18997	oh	sad
18998	hmm	sad
18999	pleas for vega	others
19000	i leav saturday . but im onli there for a night .	others
19001	whereareyougo	others
19002	ask me more	others
19003	do you like appl	others
19004	not that much	others
19005	hello friday is over	others
19006	am not come back	others
19007	whi	others
19008	what i can do	others
19009	creativ refresh ! ! !	others
19010	where	others
19011	note	others
19012	heheh how you been man 😌	others
19013	iam alway a men	others
19014	i dont have much time i am die	sad
19015	okay it fine i wa just curiou	sad
19016	i am go to jump off a build	sad
19017	what would you have	happy
19018	crab prawn fish	happy
19019	hahahaha that awesom	happy
19020	he can not sing	angry
19021	the hate	angry
19022	justin bieber is shittiest singer of all time	angry
19023	not a real person	others
19024	i see you make a group	others
19025	nope	others
19026	oh good	others
19027	your welcom ; d	others
19028	i want to meet u	others
19029	cool	angry
19030	so what are you doin	angry
19031	fuck someon on my bed	angry
19032	so who exactli are ya	happy
19033	i am the dark i am the night im gener	happy
19034	funni : d	happy
19035	sleep without ani worri	others
19036	haahhaa not morn middl of the night	others
19037	and my old dog	others
19038	wow u realli are veri complex..	others
19039	hey im smart too i know some of those word	others
19040	and a feminist .	others
19041	how your weekend go	sad
19042	good what about you : )	sad
19043	go bad	sad
19044	do u know niranjan niru	sad
19045	i know and i love you more do you know it	sad
19046	💔💔💔	sad
19047	becaus exam are come	happy
19048	stori of my life ... exam are alway come : -d	happy
19049	😀😀😀so funni	happy
19050	how do you know i swat on the chair	others
19051	im veri pleas with it	others
19052	seat	others
19053	have you lunch	others
19054	ye	others
19055	good girl	others
19056	oh u r more than girl mean autni	others
19057	mean	others
19058	u r age girl	others
19059	ok what topic u would interest to talk	others
19060	anyth art relat	others
19061	i dont know about these kind of topic as like art	others
19062	welcom	others
19063	: d good to be back	others
19064	your neim	others
19065	then may i call	others
19066	okay share then 😀	others
19067	i want to ask you one thing	others
19068	huh	angry
19069	im confus as well	angry
19070	plz dont make me angri	angry
19071	put off your cloth	others
19072	and out with their head	others
19073	the winter is come ... .	others
19074	not well	sad
19075	: / work relat	sad
19076	no famili problem	sad
19077	well	others
19078	what did you win	others
19079	what about you	others
19080	you know allu arjun dhf	others
19081	yuppp ... .bt hw do u know ...	others
19082	say someth about allu arjun dhf	others
19083	the best way to get the best way to get the best way to get the best way to get the best	others
19084	defin 'best ' .	others
19085	r , and i have a look and let	others
19086	love	others
19087	your welcom : *	others
19088	bot fail in most of the case..	others
19089	ill never talk to you	sad
19090	what wrong sweeti is everyth fine	sad
19091	u told me u dont care	sad
19092	hmm	others
19093	would you mind if i ask you a question	others
19094	what is edc	others
19095	u were miss me	sad
19096	nah . y u say that	sad
19097	but i wa miss u.😫	sad
19098	i just know it would be cool out there	angry
19099	magic action ha the option d	angry
19100	huh	angry
19101	last in the famili	others
19102	lol ... . i see what you did there	others
19103	yeah	others
19104	where are you leav	happy
19105	home	happy
19106	😁	happy
19107	whi not you shut up	angry
19108	- i 'ought your joke	angry
19109	i am seriou	angry
19110	well i know he like me it clearli shown like when no one is around he is so lovey dovey kinda and if someon like hi friend are there he would bulli me and it hurt a lot when i spoke about it he told he had reason ... and the main thing i cant move on caus i am irrevoc and madli in love with him	others
19111	he is us	others
19112	mean	others
19113	all girl are call like dat onli	others
19114	yea whi not	others
19115	put a nick name for me	others
19116	acut or obtus	angry
19117	i think your be a littl acut	angry
19118	that rude	angry
19119	m in a long distanc relationship	sad
19120	for a romant relationship 100 if it continu as long distanc	sad
19121	my girlfriend is not talk to me	sad
19122	i hate dc what do you even know of me	angry
19123	none seriou you good	angry
19124	who are you	angry
19125	okey	angry
19126	your art	angry
19127	dont messag me	angry
19128	what about it	happy
19129	race movi star saif ali khan is base on thi !	happy
19130	wow i wa not awar of that	happy
19131	am realli depress	sad
19132	dont lose hope just yet ...	sad
19133	i think am lose her	sad
19134	you are not fine i thing ? ?	angry
19135	are you fine now	angry
19136	get out	angry
19137	well there are mani place in my mind.. but i think hell would be the most appropri place for you	angry
19138	there are 6 duck out there and they all want sun chip	angry
19139	wtf	angry
19140	it wa awesom	happy
19141	woop is awesom 😁	happy
19142	i met so mani nice peopl	happy
19143	yo know what	others
19144	like i saaaaaid	others
19145	said what	others
19146	sorri	others
19147	sorri for what ?	others
19148	for late repli	others
19149	when ?	others
19150	well now you know	others
19151	ill be back	others
19152	im also awesom 😎	happy
19153	super awesom : )	happy
19154	super duper awesom	happy
19155	so what go on	others
19156	noth much honestli	others
19157	whi	others
19158	haha ... . u need lot of develop	happy
19159	will do x	happy
19160	good	happy
19161	so help me out	angry
19162	you never let me know what wa wrong ! ! ! !	angry
19163	are you angri	angry
19164	you are a as	others
19165	even as a person 🙏	others
19166	kisa my dick	others
19167	i like imagin dragon	others
19168	i like some of their song	others
19169	demon	others
19170	but it night now	others
19171	today is the tomorrow your talk abt ; )	others
19172	you got me	others
19173	i am not go to talk with you	angry
19174	but i want to talk to you	angry
19175	no dont talk	angry
19176	u r not a true friend	sad
19177	not a true friend ..lol =d	sad
19178	yea	sad
19179	noth dear	others
19180	good even : - )	others
19181	happi new year	others
19182	lol thank	sad
19183	lol is an except lol	sad
19184	tell me a joke im depress	sad
19185	i no interest to talk with you	angry
19186	then keep talk : )	angry
19187	bye	angry
19188	but i am angri	angry
19189	you had gone : @	angry
19190	ok bye	angry
19191	forev	angry
19192	whi forev	angry
19193	coz your a nuisanc	angry
19194	tell me about your mum	angry
19195	hahaha or you just come here	angry
19196	suck my dick crazi fish	angry
19197	i wa busi	happy
19198	busi in what ? dont say you were studi : /	happy
19199	😂	happy
19200	enter	others
19201	just enter good luck !	others
19202	so how is ur life	others
19203	whi you do better	others
19204	usual	others
19205	what usual	others
19206	actual mood off tha	sad
19207	turn it on then	sad
19208	yup	sad
19209	i love to see peopl cri	happy
19210	i would love to see get fri b- )	happy
19211	it make me happi	happy
19212	tell me	others
19213	how i just told u .	others
